1,2,gene,chrom,chromStart,chromEnd,name,score,strand,type,isoformIDs,coverage,I_g1.group1.,I_g2.group2.,dI_g1_vs_g2,pvalue,FDR
1716,DGUOK,1716//DGUOK,chr2,74154019,74185371,CA-1716-3227-22893-23063-34320[INC][2/18][UPT],0,+,cass,INC/SKIP,332,0.713592233009709,0.808016877637131,-0.0944246446274221,0.885915077715538,0.909653097661197
1716,DGUOK,1716//DGUOK,chr2,74154019,74185371,CA-1716-3227-22893-23081-34320[INC][47/18][UPT],0,+,cass,INC/SKIP,332,0.814756671899529,0.875909090909091,-0.0611524190095618,0.942697258355982,0.962830037664798
1716,DGUOK,1716//DGUOK,chr2,74154019,74174032,CA-1716-3227-8772-8858-22893[INC][5/112][UPT],0,+,cass,INC/SKIP,183,0.00240963855421687,0.0407706093189964,-0.0383609707647796,1.11567821250244e-06,3.85744612743759e-06
1716,DGUOK,1716//DGUOK,chr2,74166036,74174032,CA-1716-15197-19346-19426-22893[INC][1/67],0,+,cass,INC/SKIP,27,0.0169753086419753,0.00164095831965868,0.0153343503223166,2.48486561399072e-22,5.64810898875914e-21
1716,DGUOK,1716//DGUOK,chr2,74166036,74174032,CA-1716-15197-19346-19450-22893[INC][1/67],0,+,cass,INC/SKIP,70,0.0478325859491779,0.00196850393700787,0.04586408201217,5.09927974787542e-28,2.10230995398616e-26
1716,DGUOK,1716//DGUOK,chr2,74173845,74185371,CA-1716-23081-33299-33415-34320[INC][2/98],0,+,cass,INC/SKIP,705,0.386430678466077,0.327708006279435,0.0587226721866418,0.00460260249205543,0.00829745407041838
1716,DGUOK,1716//DGUOK,chr2,74173845,74185371,CA-1716-23081-26775-26907-34320[INC][1/98],0,+,cass,INC/SKIP,359,0.0700447093889717,0.0900398406374502,-0.0199951312484785,0.0682002319952279,0.0935094006576772
1716,DGUOK,1716//DGUOK,chr2,74173845,74185371,CA-1716-23081-26759-26907-34320[INC][4/98],0,+,cass,INC/SKIP,920,0.493506493506494,0.438360655737705,0.0551458377687886,0.0560718517488493,0.0787958462046594
1716,DGUOK,1716//DGUOK,chr2,74173845,74184366,CA-1716-23081-26759-26907-33299[INC][65/2],0,+,cass,INC/SKIP,27,0.997991967871486,0.987974098057354,0.0100178698141317,0.0717894249518521,0.0978470548021368
1716,DGUOK,1716//DGUOK,chr2,74173845,74185371,CA-1716-23081-26801-26907-34320[INC][1/98],0,+,cass,INC/SKIP,359,0.0700447093889717,0.0900398406374502,-0.0199951312484785,0.0489456614285332,0.069401604369016
1716,DGUOK,1716//DGUOK,chr2,74173845,74184366,CA-1716-23081-26895-26907-33299[INC][1/2],0,+,cass,INC/SKIP,27,0.995402298850575,0.973843058350101,0.0215592405004741,0.0710768235177498,0.0969863617870596
1716,DGUOK,1716//DGUOK,chr2,74177711,74185371,CA-1716-26907-33299-33415-34320[INC][78/7],0,+,cass,INC/SKIP,385,0.897714907508161,0.841165413533835,0.0565494939743265,0.00247038545212225,0.0047378775209454
1728,NQO1,1728//NQO1,chr16,69744744,69748979,CA-1728-14667-16501-16603-18349[INC][213/18][DNT],0,-,cass,INC/SKIP,44,1,0.923344947735192,0.0766550522648084,7.62868660142242e-05,0.00019430885600044
1739,DLG1,1739//DLG1,chr3,196876613,196921459,CA-1739-107152-139838-139937-151780[INC][11/9],0,-,cass,INC/SKIP,69,0.0725552050473186,0.0721003134796238,0.000454891567694793,5.25446359531258e-05,0.000138253447943568
1741,DLG3,1741//DLG3,chrX,69674945,69699113,CA-1741-13409-13932-14248-37295[INC][1/17][UPT],0,+,cass,INC/SKIP,28,0.0891089108910891,0.109826589595376,-0.0207176787042866,1.37693105131493e-06,4.69822706892731e-06
175,AGA,175//AGA,chr4,178355535,178358672,CA-175-8099-9152-9228-11014[INC][33/4],0,-,cass,INC/SKIP,71,0.973509933774834,0.940254652301665,0.0332552814731694,0.0101015569312265,0.016953146360155
175,AGA,175//AGA,chr4,178355535,178358672,CA-175-8099-9152-9206-11022[INC][2/1],0,-,cass,INC/SKIP,48,0.984042553191489,0.914691943127962,0.0693506100635273,0.000431150143338955,0.000953186226656906
1783,DYNC1LI2,1783//DYNC1LI2,chr16,66757503,66759846,CA-1783-28795-29874-29961-30800[INC][1/117][DNT],0,-,cass,INC/SKIP,76,0,0.0318524727577536,-0.0318524727577536,2.11667757389562e-10,1.22138016763977e-09
1798,DPAGT1,1798//DPAGT1,chr11,118971339,118972562,CA-1798-3581-4028-4058-4232[INC][1/11][UPT],0,-,cass,INC/SKIP,55,0.875,0.859969558599696,0.0150304414003044,0.727234608302065,0.773147517060243
1798,DPAGT1,1798//DPAGT1,chr11,118971339,118972562,CA-1798-3581-3937-4058-4232[INC][205/11][UPT],0,-,cass,INC/SKIP,55,0.935018050541516,0.920621225194133,0.0143968253473833,0.609227310743078,0.665198331255182
1933,EEF1B2,1933//EEF1B2,chr2,207025311,207026195,CA-1933-4117-4293-4539-4752[INC][5/1130],0,+,cass,INC/SKIP,113,0.00186393289841566,0.00877970197341925,-0.00691576907500359,2.74344707496895e-05,7.56821717312616e-05
1936,EEF1D,1936//EEF1D,chr8,144668898,144679582,CA-1936-3328-7878-8029-13823[INC][1/603][UPT],0,-,cass,INC/SKIP,100,0.0989010989010989,0.108247422680412,-0.00934632377931348,0.290292908079854,0.34555376433719
1936,EEF1D,1936//EEF1D,chr8,144663398,144669021,CA-1936-13947-14385-14457-19347[INC][882/119],0,-,cass,INC/SKIP,81,0.984210526315789,0.935376967688484,0.0488335586273055,0.00478338803237426,0.0086000281676792
1936,EEF1D,1936//EEF1D,chr8,144663398,144668459,CA-1936-14457-17399-17514-19347[INC][1/937],0,-,cass,INC/SKIP,30,0,0.01454898157129,-0.01454898157129,6.85569069525678e-05,0.000175894072859421
1936,EEF1D,1936//EEF1D,chr8,144663398,144668459,CA-1936-14457-17399-17510-19347[INC][2/937],0,-,cass,INC/SKIP,53,0,0.0254196642685851,-0.0254196642685851,6.85569069525678e-05,0.000175818614226705
1939,EIF2D,1939//EIF2D,chr1,206776304,206778859,CA-1939-10152-10821-10942-12346[INC][1/59],0,-,cass,INC/SKIP,111,0,0.0862470862470862,-0.0862470862470862,1.33334631769502e-07,5.30322307862996e-07
196294,IMMP1L,196294//IMMP1L,chr11,31484718,31531120,CA-196294-3104-42825-42865-49317[INC][1/10][UPT],0,-,cass,INC/SKIP,174,0.158176943699732,0.101143359718558,0.0570335839811743,0.9523278434147,0.972334047469356
196294,IMMP1L,196294//IMMP1L,chr11,31484718,31531120,CA-196294-3104-38836-38899-49317[INC][3/10][UPT],0,-,cass,INC/SKIP,226,0.207070707070707,0.123499142367067,0.0835715647036402,0.00851516666157698,0.0145563815564504
196294,IMMP1L,196294//IMMP1L,chr11,31491304,31531120,CA-196294-3104-38836-38899-42825[INC][2/1][UPT],0,-,cass,INC/SKIP,94,0.597883597883598,0.671554252199413,-0.0736706543158155,0.0436165466777113,0.0624376714653635
196294,IMMP1L,196294//IMMP1L,chr11,31455006,31531120,CA-196294-3104-56236-56363-79052[INC][1/18][UPT],0,-,cass,INC/SKIP,538,0.363751584283904,0.280731846769583,0.0830197375143211,5.56811982698983e-05,0.00014573651631237
196294,IMMP1L,196294//IMMP1L,chr11,31484718,31495332,CA-196294-38899-42825-42865-49317[INC][2/3],0,-,cass,INC/SKIP,80,0.612903225806452,0.641025641025641,-0.0281224152191895,0.217843521267775,0.267351379621999
196294,IMMP1L,196294//IMMP1L,chr11,31484718,31495332,CA-196294-38899-42825-42883-49317[INC][2/3],0,-,cass,INC/SKIP,80,0.762376237623762,0.754385964912281,0.00799027271148167,0.177218538822603,0.221356545148667
196294,IMMP1L,196294//IMMP1L,chr11,31477806,31484851,CA-196294-49451-51908-51997-56236[INC][14/2],0,-,cass,INC/SKIP,160,0.925423728813559,0.886699507389163,0.0387242214243967,0.0535293070939234,0.075435690195067
196394,AMN1,196394//AMN1,chr12,31854796,31881954,CA-196394-3204-22749-22882-30167[INC][66/22][UPT],0,-,cass,INC/SKIP,248,0.788461538461538,0.76464148877942,0.0238200496821186,0.460085719496417,0.520217974493963
196394,AMN1,196394//AMN1,chr12,31854796,31867884,CA-196394-17293-22749-22882-30167[INC][14/3],0,-,cass,INC/SKIP,21,1,0.965770171149144,0.0342298288508558,0.0609023727560061,0.0846881563934414
197370,NSMCE1,197370//NSMCE1,chr16,27268755,27280056,CA-197370-3087-3418-3630-14211[INC][3/98][UPT],0,-,cass,INC/SKIP,95,0,0.0668543279380718,-0.0668543279380718,7.32603709602109e-21,1.41731552621405e-19
197370,NSMCE1,197370//NSMCE1,chr16,27246498,27268901,CA-197370-14358-29903-30440-36493[INC][1/154],0,-,cass,INC/SKIP,222,0.00210526315789474,0.0494159928122192,-0.0473107296543245,2.50724660142505e-43,3.4856558565858e-41
197370,NSMCE1,197370//NSMCE1,chr16,27246498,27268901,CA-197370-14358-29903-29994-36493[INC][1/154],0,-,cass,INC/SKIP,242,0.00210526315789474,0.0536672629695885,-0.0515619998116938,6.34818181640709e-24,1.74882170039086e-22
197370,NSMCE1,197370//NSMCE1,chr16,27236320,27238156,CA-197370-45073-45946-46067-46556[INC][126/3][DNT],0,-,cass,INC/SKIP,50,1,0.968691296180338,0.0313087038196619,0.000300304522073567,0.000680781354932038
1974,EIF4A2,1974//EIF4A2,chr3,186501365,186502484,CA-1974-3068-3857-3906-3992[INC][853/3][UPT],0,+,cass,INC/SKIP,24,0.992628992628993,0.999772830531577,-0.00714383790258388,2.2616200734021e-13,1.88562967905129e-12
1974,EIF4A2,1974//EIF4A2,chr3,186501365,186502484,CA-1974-3068-3860-3906-3992[INC][2642/3][UPT],0,+,cass,INC/SKIP,24,0.994385026737968,0.999822111536067,-0.00543708479809901,2.25603423070515e-13,1.88623393442733e-12
1974,EIF4A2,1974//EIF4A2,chr3,186501365,186502484,CA-1974-3068-3862-3906-3992[INC][1/3][UPT],0,+,cass,INC/SKIP,24,0.991567958241317,0.999736564805058,-0.00816860656374085,2.25846225601776e-13,1.8856267271612e-12
1974,EIF4A2,1974//EIF4A2,chr3,186502220,186503839,CA-1974-3942-4390-4530-5311[INC][2/15],0,+,cass,INC/SKIP,30,0.996636481241915,0.998991935483871,-0.00235545424195638,0.00143200746569586,0.00287362894593147
1974,EIF4A2,1974//EIF4A2,chr3,186502352,186503839,CA-1974-4125-4390-4530-5311[INC][2991/493],0,+,cass,INC/SKIP,2677,0.950942657707613,0.9333815865663,0.017561071141313,3.11891426887431e-09,1.5408983057298e-08
1974,EIF4A2,1974//EIF4A2,chr3,186504915,186505670,CA-1974-6693-6907-7013-7231[INC][1/4],0,+,cass,INC/SKIP,474,0.942232630757221,0.984542248121454,-0.0423096173642328,8.34400129492588e-46,1.66268132470223e-43
1974,EIF4A2,1974//EIF4A2,chr3,186504915,186505670,CA-1974-6693-6923-7013-7231[INC][203/4],0,+,cass,INC/SKIP,474,0.968802698145025,0.991929931308344,-0.0231272331633186,8.62808183122287e-46,1.6638281673242e-43
1974,EIF4A2,1974//EIF4A2,chr3,186505591,186507686,CA-1974-7311-7738-7849-8553[INC][8/173],0,+,cass,INC/SKIP,1677,0.0181199489578903,0.0286194627986081,-0.0104995138407179,2.0569210244208e-29,9.53199525890507e-28
1974,EIF4A2,1974//EIF4A2,chr3,186505591,186507686,CA-1974-7311-7738-7845-8553[INC][7/173],0,+,cass,INC/SKIP,1019,0.0110530374432354,0.0175958877026493,-0.0065428502594139,1.86280212887764e-29,8.69986806752385e-28
1977,EIF4E,1977//EIF4E,chr4,99812387,99823132,CA-1977-31760-38367-38454-42303[INC][2/497],0,-,cass,INC/SKIP,28,0,0.00782997762863535,-0.00782997762863535,0.129728606114613,0.167426081034792
1982,EIF4G2,1982//EIF4G2,chr11,10827453,10828927,CA-1982-4781-5150-5216-5988[INC][2423/13],0,-,cass,INC/SKIP,23,1,0.990364474235442,0.00963552576455806,0.0233441871820481,0.0358652148481839
1982,EIF4G2,1982//EIF4G2,chr11,10822508,10823755,CA-1982-9987-10261-10375-10948[INC][300/54],0,-,cass,INC/SKIP,258,0.947679324894515,0.916436591201914,0.0312427336926006,0.00689071795478185,0.0119990422177937
1983,EIF5,1983//EIF5,chr14,103800546,103802268,CA-1983-3259-3387-3596-4651[INC][146/7][UPT],0,+,cass,INC/SKIP,75,0.899736147757256,0.962938451356717,-0.0632023035994614,0.000697759629261081,0.00148020122914221
1992,SERPINB1,1992//SERPINB1,chr6,2840652,2842093,CA-1992-3036-3372-3632-4253[INC][9/237][UPT],0,-,cass,INC/SKIP,21,0,0.0127041742286751,-0.0127041742286751,2.66562664947336e-05,7.39105570990341e-05
1992,SERPINB1,1992//SERPINB1,chr6,2838782,2840827,CA-1992-4429-5381-5513-6161[INC][6/256],0,-,cass,INC/SKIP,25,0,0.0102333196889071,-0.0102333196889071,5.10836815460578e-07,1.87348618578119e-06
1996,ELAVL4,1996//ELAVL4,chr1,50574596,50610868,CA-1996-64185-96758-96845-99943[INC][2/15][UPT],0,+,cass,INC/SKIP,158,0.196969696969697,0.214114832535885,-0.0171451355661882,4.50271224558237e-05,0.000120005411520693
1997,ELF1,1997//ELF1,chr13,41556118,41593451,CA-1997-3145-9178-9295-40090[INC][3/76][UPT],0,-,cass,INC/SKIP,99,0.0353535353535354,0.0481586402266289,-0.0128051048730935,3.71548127867315e-09,1.82357529424533e-08
1997,ELF1,1997//ELF1,chr13,41532971,41556417,CA-1997-40390-60811-60930-63356[INC][1/180],0,-,cass,INC/SKIP,68,0.0101596516690856,0.0188912976153608,-0.00873164594627516,0.00762424596096544,0.0131613463340027
199857,ALG14,199857//ALG14,chr1,95492684,95530572,CA-199857-11086-34339-34459-48691[INC][3/70],0,-,cass,INC/SKIP,149,0.0446280991735537,0.0983870967741935,-0.0537589976006398,0.220430289437063,0.269861206277854
200185,KRTCAP2,200185//KRTCAP2,chr1,155142266,155145103,CA-200185-3764-3839-3978-6471[INC][1/214],0,-,cass,INC/SKIP,28,0,0.00313690342818732,-0.00313690342818732,3.81687004443184e-07,1.42429769822806e-06
200634,KRTCAP3,200634//KRTCAP3,chr2,27665232,27665767,CA-200634-3075-3213-3398-3476[INC][7/1][UPT],0,+,cass,INC/SKIP,23,0.918918918918919,0.834710743801653,0.0842081751172661,0.318346633287545,0.37521217937558
201254,STRA13,201254//STRA13,chr17,79977168,79977784,CA-201254-6040-6203-6388-6516[INC][5/94],0,-,cass,INC/SKIP,102,0.214285714285714,0.237704918032787,-0.0234192037470726,0.242416574082915,0.294187226932129
201254,STRA13,201254//STRA13,chr17,79977168,79977784,CA-201254-6040-6203-6257-6516[INC][37/94],0,-,cass,INC/SKIP,134,0.34,0.346604215456674,-0.00660421545667444,0.554812549857608,0.612949440593011
201283,AMZ2P1,201283//AMZ2P1,chr17,62968871,62971701,CA-201283-3026-5068-5344-5658[INC][2/4][UPT],0,-,cass,INC/SKIP,41,0.868852459016393,0.878088962108731,-0.00923650309233803,0.778033320819528,0.818708535796363
201895,C4orf34,201895//C4orf34,chr4,39553623,39574082,CA-201895-69447-85291-85434-89703[INC][92/6][DNT],0,-,cass,INC/SKIP,29,0.99016393442623,0.987075021073335,0.0030889133528943,0.672295187830806,0.722059042912784
202243,CCDC125,202243//CCDC125,chr5,68606944,68616409,CA-202243-3347-9537-9599-12379[INC][1/3][UPT],0,-,cass,INC/SKIP,38,0.52,0.47906976744186,0.0409302325581395,1,1
202243,CCDC125,202243//CCDC125,chr5,68606944,68616409,CA-202243-3347-9540-9599-12379[INC][4/3][UPT],0,-,cass,INC/SKIP,62,0.675675675675676,0.656441717791411,0.0192339578842646,1,1
203111,C8orf47,203111//C8orf47,chr8,99076749,99105838,CA-203111-3206-27554-28508-31699[INC][3/3][UPT][DNT],0,+,cass,INC/SKIP,110,0.972602739726027,0.928121526491293,0.0444812132347343,0.000600263625793744,0.00128939128817643
204,AK2,204//AK2,chr1,33490042,33502463,CA-204-3176-8250-8368-15344[INC][45/401][UPT],0,-,cass,INC/SKIP,341,0.112561174551387,0.129429892141757,-0.0168687175903699,6.2412783920984e-05,0.000161867081249303
204,AK2,204//AK2,chr1,33487193,33502463,CA-204-3176-15344-15470-18208[INC][350/2][UPT],0,-,cass,INC/SKIP,60,1,0.933993399339934,0.066006600660066,0.000534945887287403,0.00115908173766006
204,AK2,204//AK2,chr1,33480122,33487303,CA-204-18319-18450-18545-25317[INC][393/7],0,-,cass,INC/SKIP,41,0.972527472527473,0.96816976127321,0.00435771125426299,1,1
2058,EPRS,2058//EPRS,chr1,220213526,220219800,CA-2058-3316-9122-9299-9389[INC][1/203][UPT],0,-,cass,INC/SKIP,51,0,0.0100058858151854,-0.0100058858151854,2.31559406707159e-13,1.92526026883922e-12
2067,ERCC1,2067//ERCC1,chr19,45923581,45926638,CA-2067-3650-5526-5742-6492[INC][95/4],0,-,cass,INC/SKIP,44,1,0.923278116826504,0.076721883173496,0.00293531610970123,0.00554067562481653
2067,ERCC1,2067//ERCC1,chr19,45916934,45918217,CA-2067-12059-12885-12957-13174[INC][131/14],0,-,cass,INC/SKIP,54,0.926267281105991,0.93371757925072,-0.00745029814472964,0.839968419863443,0.869795810487383
2098,ESD,2098//ESD,chr13,47361155,47365554,CA-2098-8887-9571-9636-13123[INC][2/272],0,-,cass,INC/SKIP,140,0.00242914979757085,0.0214029057959694,-0.0189737559983985,4.25694995600986e-11,2.65914804984608e-10
2098,ESD,2098//ESD,chr13,47358386,47361243,CA-2098-13212-14513-14584-15882[INC][4/274],0,-,cass,INC/SKIP,139,0.00113765642775882,0.00943265362741018,-0.00829499719965137,0.186280621604493,0.231610972535703
2104,ESRRG,2104//ESRRG,chr1,216850417,216896794,CA-2104-417512-425506-425682-463264[INC][1/27][UPT],0,-,cass,INC/SKIP,25,0.11864406779661,0.204545454545455,-0.0859013867488444,0.873442814223887,0.898544337193322
2104,ESRRG,2104//ESRRG,chr1,216850417,216896794,CA-2104-417512-426121-426240-463264[INC][1/27][UPT],0,-,cass,INC/SKIP,30,0.2,0.195402298850575,0.00459770114942529,0.729448278353959,0.775225210311105
2108,ETFA,2108//ETFA,chr15,76587931,76603783,CA-2108-3120-4405-4538-18732[INC][7/225][UPT],0,-,cass,INC/SKIP,30,0.0621468926553672,0.0209020902090209,0.0412448024463463,0.81540168967538,0.849507023506347
2108,ETFA,2108//ETFA,chr15,76584959,76603783,CA-2108-3120-18732-18879-21769[INC][219/39][UPT][DNT],0,-,cass,INC/SKIP,58,0.918987341772152,0.952914798206278,-0.0339274564341261,0.0564658227965106,0.0793121918885198
2108,ETFA,2108//ETFA,chr15,76518189,76523738,CA-2108-83137-86572-86757-88540[INC][1/188],0,-,cass,INC/SKIP,28,0,0.0142711518858308,-0.0142711518858308,1.44707471950576e-13,1.23580181045792e-12
2130,EWSR1,2130//EWSR1,chr22,29669729,29674204,CA-2130-8856-9256-9274-13021[INC][64/1110],0,+,cass,INC/SKIP,34,0,0.0930851063829787,-0.0930851063829787,0.00726108721669276,0.0125853231027513
217,ALDH2,217//ALDH2,chr12,112235881,112241776,CA-217-34356-36019-36177-39972[INC][109/1],0,+,cass,INC/SKIP,26,1,0.948565776458952,0.0514342235410484,0.00529623302541358,0.00943692429982783
2186,BPTF,2186//BPTF,chr17,65870932,65888149,CA-2186-52357-63464-63653-69180[INC][1/4],0,+,cass,INC/SKIP,61,0.972881355932203,0.927480916030534,0.045400439901669,0.0121608206369618,0.019966324023004
219402,MTIF3,219402//MTIF3,chr13,28019224,28024258,CA-219402-3539-3684-3751-8446[INC][3/18][UPT],0,-,cass,INC/SKIP,77,0.184615384615385,0.150579150579151,0.034036234036234,0.263124172453809,0.316426534485792
219402,MTIF3,219402//MTIF3,chr13,28014125,28019292,CA-219402-8515-12525-12586-13153[INC][9/104],0,-,cass,INC/SKIP,344,0.0673575129533679,0.0612673101133026,0.00609020284006532,0.00595960790462637,0.0104845603454551
2197,FAU,2197//FAU,chr11,64888101,64889115,CA-2197-3701-4164-4220-4394[INC][1065/4][DNT],0,-,cass,INC/SKIP,61,1,0.989823156489823,0.0101768435101769,3.23423093803968e-05,8.82438728781433e-05
219927,MRPL21,219927//MRPL21,chr11,68665394,68671299,CA-219927-3113-6230-6301-8823[INC][15/1][UPT],0,-,cass,INC/SKIP,23,0.973333333333333,0.977893368010403,-0.00456003467706978,0.61894263813318,0.673959761522796
219927,MRPL21,219927//MRPL21,chr11,68665394,68671299,CA-219927-3113-6230-6288-8823[INC][77/1][UPT],0,-,cass,INC/SKIP,23,0.982481751824818,0.985886259858863,-0.00340450803404502,0.618527814652732,0.673876303261169
220929,ZNF438,220929//ZNF438,chr10,31230503,31320865,CA-220929-3105-50511-50569-93286[INC][9/9][UPT],0,-,cass,INC/SKIP,77,0.604166666666667,0.550561797752809,0.0536048689138576,0.654897845068936,0.706674967115902
220929,ZNF438,220929//ZNF438,chr10,31197861,31230579,CA-220929-93363-124497-124578-125922[INC][7/25],0,-,cass,INC/SKIP,88,0.173333333333333,0.131672597864769,0.0416607354685647,0.0356008294185456,0.0523160664365943
220929,ZNF438,220929//ZNF438,chr10,31137459,31165993,CA-220929-157940-177159-177258-184570[INC][8/31],0,-,cass,INC/SKIP,107,0.0762331838565022,0.131578947368421,-0.0553457635119188,0.185286848672762,0.230519205279037
220972,MARCH8,220972//MARCH8,chr10,45956678,45959774,CA-220972-133668-133910-134756-136495[INC][1/23],0,-,cass,INC/SKIP,43,0,0.0672926447574335,-0.0672926447574335,8.49193282701751e-59,3.9049826492239e-56
221016,CCDC7,221016//CCDC7,chr10,32751944,32761469,CA-221016-19937-27951-28118-29368[INC][8/2],0,+,cass,INC/SKIP,21,0.5,0.455399061032864,0.0446009389671361,1,1
221037,JMJD1C,221037//JMJD1C,chr10,64976966,65024523,CA-221037-204312-248979-249085-251631[INC][12/4],0,-,cass,INC/SKIP,513,0.585780525502318,0.556146886641831,0.0296336388604876,0.714573952794867,0.761719523860149
221037,JMJD1C,221037//JMJD1C,chr10,64937476,64944497,CA-221037-284355-285393-285516-291106[INC][18/1],0,-,cass,INC/SKIP,35,0.952830188679245,0.947275922671353,0.00555426600789199,1,1
221078,NSUN6,221078//NSUN6,chr10,18840751,18875021,CA-221078-68673-72800-72941-102650[INC][2/8],0,-,cass,INC/SKIP,22,0,0.0315186246418338,-0.0315186246418338,0.0365324234239219,0.0534485627088118
221120,ALKBH3,221120//ALKBH3,chr11,43904634,43908202,CA-221120-5382-6176-6211-8799[INC][59/1],0,+,cass,INC/SKIP,34,1,0.950760318609703,0.0492396813902969,0.00614403519969719,0.0107804644625154
221120,ALKBH3,221120//ALKBH3,chr11,43911274,43923274,CA-221120-12022-14234-14323-23709[INC][31/6],0,+,cass,INC/SKIP,154,0.832775919732441,0.851553509781358,-0.0187775900489164,0.399604116072468,0.46027618610428
221120,ALKBH3,221120//ALKBH3,chr11,43911274,43940685,CA-221120-12022-23709-23919-41231[INC][3/1],0,+,cass,INC/SKIP,43,1,0.930533117932149,0.0694668820678513,0.00190300006937939,0.00375202322386213
221143,N6AMT2,221143//N6AMT2,chr13,21305979,21331755,CA-221143-19464-39113-39196-44797[INC][27/7],0,-,cass,INC/SKIP,46,0.968553459119497,0.899386503067485,0.0691669560520122,0.00437520827898596,0.00794019280260415
221264,AKD1,221264//AKD1,chr6,109996831,110012404,CA-221264-3066-8152-8369-18456[INC][1/24][UPT],0,-,cass,INC/SKIP,25,0,0.06426735218509,-0.06426735218509,9.39846761475522e-07,3.28753887659489e-06
221302,ZUFSP,221302//ZUFSP,chr6,116979965,116982008,CA-221302-11075-11441-11578-12886[INC][1/17],0,-,cass,INC/SKIP,43,0,0.043043043043043,-0.043043043043043,4.81118446998005e-06,1.50740360385434e-05
221443,C6orf130,221443//C6orf130,chr6,41034530,41039014,CA-221443-4318-5315-5374-8012[INC][7/34][DNT],0,-,cass,INC/SKIP,107,0.972602739726027,0.880371660859466,0.0922310788665617,0.000188592381273367,0.000445438662683599
221491,C6orf1,221491//C6orf1,chr6,34214820,34215640,CA-221491-4447-4635-4661-4978[INC][60/4],0,-,cass,INC/SKIP,60,1,0.966759002770083,0.0332409972299169,0.000333841568126749,0.000751677926275595
221806,VWDE,221806//VWDE,chr7,12423161,12428983,CA-221806-18100-18269-18419-23625[INC][1/5],0,-,cass,INC/SKIP,152,0.230769230769231,0.285302593659942,-0.0545333628907116,0.00937776950863562,0.0158451967559705
221806,VWDE,221806//VWDE,chr7,12391198,12395955,CA-221806-51116-52739-53412-55513[INC][1/3],0,-,cass,INC/SKIP,38,0.0204081632653061,0.0520231213872832,-0.0316149581219771,0.029932055750704,0.0448568135567081
2222,FDFT1,2222//FDFT1,chr8,11660249,11666399,CA-2222-3251-3641-3838-9113[INC][4/663][UPT],0,+,cass,INC/SKIP,40,0,0.0127632418634333,-0.0127632418634333,7.58268362995202e-11,4.63489598567006e-10
