ensemble,symbol,gene,chrom,chromStart,chromEnd,name,score,strand,type,isoformIDs,coverage,I_g1.group1.,I_g2.group2.,dI_g1_vs_g2,pvalue,FDR,law.beta_c4_ratio,law.beta_nc4_ratio
200373,PCDP1,200373//PCDP1,chr2,120303660,120317350,CA-200373-4822-7636-7737-18240[INC][16/4],0,+,cass,INC/SKIP,24,0.643564356435644,0.922077922077922,-0.278513565642278,5.18889284795371e-05,0.000136708688607613,0.131578947368421,0.0524193548387097
200373,PCDP1,200373//PCDP1,chr2,120317503,120344797,CA-200373-18578-20565-20666-45670[INC][7/3],0,+,cass,INC/SKIP,54,0.477611940298507,0.788888888888889,-0.311276948590381,1.75193428336948e-06,5.88374334043975e-06,0.131578947368421,0.0443548387096774
201931,TMEM192,201931//TMEM192,chr4,166024101,166033948,CA-201931-3126-4193-4224-12776[INC][3/21][UPT],0,-,cass,INC/SKIP,41,0,0.118503118503119,-0.118503118503119,0.00250213764256567,0.00479108866984548,0.236842105263158,0.141129032258065
2030,SLC29A1,2030//SLC29A1,chr6,44187372,44195078,CA-2030-3278-9556-9663-10758[INC][9/110][UPT],0,+,cass,INC/SKIP,25,0,0.395121951219512,-0.395121951219512,2.06294274265216e-06,6.82094674533994e-06,0.184210526315789,0.157258064516129
2030,SLC29A1,2030//SLC29A1,chr6,44191331,44195078,CA-2030-7137-9556-9663-10758[INC][31/114][UPT],0,+,cass,INC/SKIP,21,0.05,0.480122324159021,-0.430122324159021,2.56514405323138e-06,8.36575621943109e-06,0.184210526315789,0.100806451612903
2058,EPRS,2058//EPRS,chr1,220184287,220191849,CA-2058-31210-31512-31533-38602[INC][1/49],0,-,cass,INC/SKIP,301,0.0255536626916525,0.14759445501495,-0.122040792323297,1.29288500161876e-17,1.78084482481036e-16,0.473684210526316,0.407258064516129
211,ALAS1,211//ALAS1,chr3,52232147,52233455,CA-211-3173-3589-3766-4127[INC][37/203][UPT],0,+,cass,INC/SKIP,109,0.172043010752688,0.333333333333333,-0.161290322580645,3.31943826280569e-06,1.06172294997605e-05,0.394736842105263,0.225806451612903
2140,EYA3,2140//EYA3,chr1,28384504,28415141,CA-2140-3114-11186-11306-33543[INC][1/46][UPT],0,-,cass,INC/SKIP,28,0.0980392156862745,0.235955056179775,-0.137915840493501,0.0120403243703872,0.0197847880940557,0.157894736842105,0.120967741935484
2160,F11,2160//F11,chr4,187206791,187208976,CA-2160-22850-23451-23547-24720[INC][6/4],0,+,cass,INC/SKIP,190,0.245714285714286,0.715686274509804,-0.469971988795518,6.04599032671659e-31,3.1984893958506e-29,0.210526315789474,0.0564516129032258
2186,BPTF,2186//BPTF,chr17,65871671,65888149,CA-2186-53081-63464-63653-69180[INC][5/4],0,+,cass,INC/SKIP,53,0.777239709443099,0.988673139158576,-0.211433429715477,4.17009665078993e-26,1.41641123741035e-24,0.447368421052632,0.262096774193548
2186,BPTF,2186//BPTF,chr17,65955656,65960519,CA-2186-137212-140669-140843-141548[INC][6/11],0,+,cass,INC/SKIP,420,0.546961325966851,0.706984667802385,-0.160023341835534,3.13852264441401e-08,1.3635238639758e-07,0.5,0.375
2195,FAT1,2195//FAT1,chr4,187510259,187516979,CA-2195-131145-136430-136466-137613[INC][4/40][DNT],0,-,cass,INC/SKIP,28,0,0.256166982922201,-0.256166982922201,9.96024822320297e-06,2.95056312578332e-05,0.157894736842105,0.0645161290322581
221421,RSPH9,221421//RSPH9,chr6,43624313,43638744,CA-221421-14694-24394-24491-28759[INC][4/33][DNT],0,+,cass,INC/SKIP,30,0.224489795918367,0.327044025157233,-0.102554229238865,0.0054607160760041,0.00970397167132952,0.105263157894737,0.0604838709677419
221477,C6orf89,221477//C6orf89,chr6,36853730,36867408,CA-221477-3165-11640-11740-16562[INC][57/119][UPT],0,+,cass,INC/SKIP,40,0.642105263157895,0.756613756613757,-0.114508493455862,0.0205867750094918,0.0320155413649173,0.315789473684211,0.104838709677419
2224,FDPS,2224//FDPS,chr1,155278781,155279995,CA-2224-3329-4005-4218-4295[INC][1/59][UPT],0,+,cass,INC/SKIP,27,0,0.262135922330097,-0.262135922330097,1.64380982284591e-23,4.30995400042669e-22,0.105263157894737,0.0282258064516129
2224,FDPS,2224//FDPS,chr1,155278781,155279995,CA-2224-3329-4041-4218-4295[INC][20/59][UPT],0,+,cass,INC/SKIP,31,0,0.289719626168224,-0.289719626168224,1.64380982284591e-23,4.2911332405995e-22,0.105263157894737,0.0282258064516129
224,ALDH3A2,224//ALDH3A2,chr17,19575033,19579056,CA-224-26206-27400-27525-29807[INC][11/93][DNT],0,+,cass,INC/SKIP,72,0,0.150743099787686,-0.150743099787686,2.64281723643473e-11,1.69696685707914e-10,0.184210526315789,0.157258064516129
226,ALDOA,226//ALDOA,chr16,30075744,30078686,CA-226-14416-15786-15838-17144[INC][4/671],0,+,cass,INC/SKIP,1803,0.248614958448753,0.351526641388944,-0.102911682940191,4.31056501933558e-26,1.44767178008922e-24,1,0.987903225806452
22832,KIAA1009,22832//KIAA1009,chr6,84925493,84930888,CA-22832-9561-11403-11515-14695[INC][4/7],0,-,cass,INC/SKIP,48,0,0.288629737609329,-0.288629737609329,3.68762630538611e-14,3.36559237459514e-13,0.157894736842105,0.0645161290322581
22873,DZIP1,22873//DZIP1,chr13,96246197,96258312,CA-22873-41704-48282-48342-53620[INC][13/2],0,-,cass,INC/SKIP,55,0.711111111111111,0.902684563758389,-0.191573452647278,1.34564378165742e-06,4.60725001531962e-06,0.342105263157895,0.185483870967742
22897,CEP164,22897//CEP164,chr11,117206320,117214992,CA-22897-10826-13711-13814-19311[INC][16/4],0,+,cass,INC/SKIP,51,0.823943661971831,0.942477876106195,-0.118534214134364,1.31378249845399e-05,3.80697613948519e-05,0.578947368421053,0.254032258064516
22902,RUFY3,22902//RUFY3,chr4,71668672,71672587,CA-22902-101047-102411-102480-104579[INC][17/1][DNT],0,+,cass,INC/SKIP,93,0.851851851851852,0.95423855963991,-0.102386707788058,1.08316035411768e-07,4.34281193622769e-07,0.5,0.354838709677419
22903,BTBD3,22903//BTBD3,chr20,11898981,11900483,CA-22903-30773-31257-31348-31889[INC][82/13],0,+,cass,INC/SKIP,46,0.727748691099476,0.933554817275748,-0.205806126176271,4.24570528531049e-07,1.57449294017284e-06,0.368421052631579,0.137096774193548
22985,ACIN1,22985//ACIN1,chr14,23550956,23559841,CA-22985-8093-8513-8633-16778[INC][29/24],0,-,cass,INC/SKIP,179,0.556521739130435,0.716914366595895,-0.16039262746546,0.000682563992026298,0.00144950889674359,0.657894736842105,0.379032258064516
22998,LIMCH1,22998//LIMCH1,chr4,41668577,41673610,CA-22998-308880-312931-313006-313767[INC][2/43],0,+,cass,INC/SKIP,36,0.0909090909090909,0.27292817679558,-0.182019085886489,2.58764435471515e-05,7.19820286295355e-05,0.210526315789474,0.129032258064516
23059,CLUAP1,23059//CLUAP1,chr16,3551032,3556414,CA-23059-3127-6757-6869-8368[INC][90/5][UPT],0,+,cass,INC/SKIP,97,0.792134831460674,0.904229848363927,-0.112095016903252,0.000101998387442576,0.000253532790075559,0.657894736842105,0.379032258064516
23064,SETX,23064//SETX,chr9,135139283,135145088,CA-23064-88371-88496-88583-93000[INC][10/32][DNT],0,-,cass,INC/SKIP,61,0,0.11275415896488,-0.11275415896488,9.4072137459234e-21,1.79668766048339e-19,0.157894736842105,0.0887096774193548
23074,UHRF1BP1L,23074//UHRF1BP1L,chr12,100502163,100536601,CA-23074-3273-17139-17285-37316[INC][1/10][UPT],0,-,cass,INC/SKIP,40,0,0.166666666666667,-0.166666666666667,4.80730644333058e-12,3.40095596665446e-11,0.236842105263158,0.092741935483871
23077,MYCBP2,23077//MYCBP2,chr13,77673038,77692629,CA-23077-211703-226732-226834-231029[INC][1/6][DNT],0,-,cass,INC/SKIP,38,0,0.193877551020408,-0.193877551020408,7.34718763179185e-08,3.02489584454901e-07,0.157894736842105,0.0403225806451613
23116,FAM179B,23116//FAM179B,chr14,45481177,45495074,CA-23116-52863-63697-63761-66570[INC][2/11],0,+,cass,INC/SKIP,69,0.15,0.337995337995338,-0.187995337995338,0.00070443176433372,0.00149329542098829,0.210526315789474,0.112903225806452
23136,EPB41L3,23136//EPB41L3,chr18,5392387,5395145,CA-23136-151921-152194-152311-153509[INC][31/12][DNT],0,-,cass,INC/SKIP,251,0.593561368209256,0.777448071216617,-0.183886703007362,6.588726229547e-09,3.1062622555388e-08,0.394736842105263,0.169354838709677
23142,DCUN1D4,23142//DCUN1D4,chr4,52765435,52777339,CA-23142-59269-68810-68866-70960[INC][5/21],0,+,cass,INC/SKIP,82,0,0.110849056603774,-0.110849056603774,3.6137164539099e-11,2.27637481153566e-10,0.263157894736842,0.149193548387097
23172,FAM175B,23172//FAM175B,chr10,126505144,126515353,CA-23172-17828-20599-20666-27810[INC][67/1],0,+,cass,INC/SKIP,43,0.733333333333333,0.927325581395349,-0.193992248062016,4.72613713073354e-06,1.48308912165486e-05,0.236842105263158,0.157258064516129
23173,METAP1,23173//METAP1,chr4,99916871,99950068,CA-23173-3231-13132-13230-36230[INC][3/117][UPT],0,+,cass,INC/SKIP,48,0.0212765957446809,0.185185185185185,-0.163908589440504,1.02407303673215e-07,4.12249738288538e-07,0.236842105263158,0.161290322580645
23196,FAM120A,23196//FAM120A,chr9,96278264,96289523,CA-23196-67379-74389-74473-78264[INC][1/37],0,+,cass,INC/SKIP,31,0,0.279503105590062,-0.279503105590062,2.0597819383445e-07,7.98015322580909e-07,0.105263157894737,0.0282258064516129
23210,JMJD6,23210//JMJD6,chr17,74716441,74718014,CA-23210-8002-8443-8537-9301[INC][1/64],0,-,cass,INC/SKIP,33,0,0.102040816326531,-0.102040816326531,0.000906990988751929,0.00189117269995083,0.105263157894737,0.092741935483871
23236,PLCB1,23236//PLCB1,chr20,8770821,8862504,CA-23236-660613-672407-672525-751973[INC][4/9][DNT],0,+,cass,INC/SKIP,44,0.405405405405405,0.596330275229358,-0.190924869823952,0.0149419492923699,0.0239857607061727,0.105263157894737,0.0403225806451613
23244,PDS5A,23244//PDS5A,chr4,39910014,39915345,CA-23244-67346-70618-70713-72416[INC][16/1],0,-,cass,INC/SKIP,48,0.411764705882353,0.86870897155361,-0.456944265671258,1.95616497001783e-09,9.90173936559406e-09,0.184210526315789,0.116935483870968
23261,CAMTA1,23261//CAMTA1,chr1,6845383,6885269,CA-23261-3252-37857-37927-42768[INC][46/19][UPT],0,+,cass,INC/SKIP,82,0.809045226130653,0.918709677419355,-0.109664451288702,0.000806695630385203,0.00169445765229893,0.631578947368421,0.431451612903226
23262,PPIP5K2,23262//PPIP5K2,chr5,102522020,102526682,CA-23262-59884-60758-60821-64286[INC][2/13],0,+,cass,INC/SKIP,62,0,0.378266850068776,-0.378266850068776,5.99787673074907e-19,9.71688539198318e-18,0.105263157894737,0.0685483870967742
23265,EXOC7,23265//EXOC7,chr17,74085255,74090661,CA-23265-12374-15552-15645-17467[INC][11/28],0,-,cass,INC/SKIP,147,0.0652173913043478,0.281954887218045,-0.216737495913697,6.53344800632433e-08,2.70290326517694e-07,0.368421052631579,0.0806451612903226
23345,SYNE1,23345//SYNE1,chr6,152442914,152453348,CA-23345-508278-509621-509680-517723[INC][23/7][DNT],0,-,cass,INC/SKIP,66,0.128205128205128,0.441975308641975,-0.313770180436847,5.12698348926966e-09,2.46573670948142e-08,0.105263157894737,0.104838709677419
23369,PUM2,23369//PUM2,chr2,20462953,20482991,CA-23369-47437-51564-51801-66923[INC][13/10],0,-,cass,INC/SKIP,64,0.032258064516129,0.488673139158576,-0.456415074642447,5.16811470394143e-10,2.82146024659012e-09,0.131578947368421,0.104838709677419
23469,PHF3,23469//PHF3,chr6,64356428,64390061,CA-23469-3270-35298-35491-36470[INC][2/25][UPT],0,+,cass,INC/SKIP,145,0,0.108490566037736,-0.108490566037736,2.98625634468278e-19,4.97265750097873e-18,0.447368421052632,0.241935483870968
23473,CAPN7,23473//CAPN7,chr3,15283684,15288300,CA-23473-39028-42300-42446-43506[INC][17/1],0,+,cass,INC/SKIP,175,0.493150684931507,0.798201798201798,-0.305051113270291,3.47401829197573e-16,4.0641255086949e-15,0.315789473684211,0.149193548387097
23543,RBFOX2,23543//RBFOX2,chr22,36142519,36156066,CA-23543-271651-275394-275434-284977[INC][47/29],0,-,cass,INC/SKIP,480,0.6,0.83809963099631,-0.23809963099631,2.74405997466335e-21,5.61780497552654e-20,0.447368421052632,0.338709677419355
23556,PIGN,23556//PIGN,chr18,59828365,59854256,CA-23556-3213-26400-26526-28671[INC][12/30][UPT],0,-,cass,INC/SKIP,71,0.224137931034483,0.32762312633833,-0.103485195303847,0.0324344978429824,0.0482562041078519,0.157894736842105,0.0967741935483871
23600,AMACR,23600//AMACR,chr5,33998745,34006003,CA-23600-121773-122794-122955-128701[INC][47/33],0,-,cass,INC/SKIP,150,0.176470588235294,0.54585152838428,-0.369380940148985,2.41144322575236e-22,5.52322130404123e-21,0.394736842105263,0.173387096774194
23633,KPNA6,23633//KPNA6,chr1,32573656,32620321,CA-23633-3092-34712-34822-49545[INC][7/144][UPT],0,+,cass,INC/SKIP,24,0,0.176470588235294,-0.176470588235294,9.71485887416889e-06,2.88501869596531e-05,0.184210526315789,0.0967741935483871
246126,TXLNG2P,246126//TXLNG2P,chrY,21749095,21751497,CA-246126-23150-24012-24293-25163[INC][1/9],0,+,cass,INC/SKIP,25,0.377777777777778,0.775510204081633,-0.397732426303855,1.51770809413429e-07,6.00453936911634e-07,0.131578947368421,0.0362903225806452
246126,TXLNG2P,246126//TXLNG2P,chrY,21749095,21751497,CA-246126-23150-24012-24054-25163[INC][1/9],0,+,cass,INC/SKIP,24,0.263157894736842,0.717948717948718,-0.454790823211876,3.95009819273152e-05,0.000106176650162541,0.105263157894737,0.0282258064516129
252983,STXBP4,252983//STXBP4,chr17,53078168,53108624,CA-252983-35119-41741-41833-65403[INC][4/1],0,+,cass,INC/SKIP,20,0.804878048780488,0.983367983367983,-0.178489934587496,2.47789262799426e-07,9.48325360444922e-07,0.263157894736842,0.100806451612903
253461,ZBTB38,253461//ZBTB38,chr3,141105713,141122872,CA-253461-65725-75046-75291-82714[INC][2/11],0,+,cass,INC/SKIP,24,0.0666666666666667,0.436619718309859,-0.369953051643192,1.77845218950208e-08,7.93994562273595e-08,0.105263157894737,0.0806451612903226
253461,ZBTB38,253461//ZBTB38,chr3,141122768,141161417,CA-253461-82819-117030-117153-121176[INC][2/22],0,+,cass,INC/SKIP,363,0.0537010159651669,0.214885954381753,-0.161184938416586,4.10455307409452e-25,1.24553392268716e-23,0.736842105263158,0.419354838709677
253461,ZBTB38,253461//ZBTB38,chr3,141122768,141161417,CA-253461-82819-117055-117153-121176[INC][3/22],0,+,cass,INC/SKIP,369,0.0618705035971223,0.214571657325861,-0.152701153728738,1.70287708121826e-25,5.35778904816987e-24,0.736842105263158,0.419354838709677
255394,TCP11L2,255394//TCP11L2,chr12,106704818,106708270,CA-255394-11430-12490-12632-14555[INC][1/21],0,+,cass,INC/SKIP,37,0,0.235772357723577,-0.235772357723577,3.49359939602769e-14,3.19827522043699e-13,0.131578947368421,0.0564516129032258
255919,CNEP1R1,255919//CNEP1R1,chr16,50059151,50060377,CA-255919-3063-3373-3424-4118[INC][16/25][UPT],0,+,cass,INC/SKIP,38,0,0.167883211678832,-0.167883211678832,7.92988203403379e-05,0.000201465511259898,0.131578947368421,0.0685483870967742
256130,TMEM196,256130//TMEM196,chr7,19761401,19765390,CA-256130-50268-51428-51502-53647[INC][3/8][DNT],0,-,cass,INC/SKIP,94,0.0561797752808989,0.2480181200453,-0.191838344764401,1.93026783009556e-06,6.42849085699792e-06,0.289473684210526,0.145161290322581
256130,TMEM196,256130//TMEM196,chr7,19761401,19765390,CA-256130-50268-51430-51502-53647[INC][5/8][DNT],0,-,cass,INC/SKIP,89,0.0289017341040462,0.134289439374185,-0.105387705270139,1.93026783009556e-06,6.42491151910426e-06,0.289473684210526,0.137096774193548
25793,FBXO7,25793//FBXO7,chr22,32871297,32880110,CA-25793-3679-7413-7556-12177[INC][22/4][UPT],0,+,cass,INC/SKIP,58,0.878260869565217,0.980582524271845,-0.102321654706627,4.30841068623295e-14,3.88471781030175e-13,0.763157894736842,0.483870967741935
25831,HECTD1,25831//HECTD1,chr14,31596990,31602619,CA-25831-77246-81035-81872-82477[INC][3/1],0,-,cass,INC/SKIP,77,0.699186991869919,0.926739926739927,-0.227552934870008,2.83663303637e-08,1.23866999937325e-07,0.289473684210526,0.173387096774194
25831,HECTD1,25831//HECTD1,chr14,31596990,31602619,CA-25831-77246-81176-81872-82477[INC][1/1],0,-,cass,INC/SKIP,77,0.725925925925926,0.915611814345992,-0.189685888420066,6.20650694959825e-08,2.57656239893738e-07,0.236842105263158,0.173387096774194
2585,GALK2,2585//GALK2,chr15,49447990,49493446,CA-2585-3238-6066-6190-48383[INC][2/63][UPT],0,+,cass,INC/SKIP,21,0,0.178082191780822,-0.178082191780822,4.54024626274205e-05,0.000120736619922918,0.105263157894737,0.0604838709677419
25870,SUMF2,25870//SUMF2,chr7,56141866,56144581,CA-25870-12995-13362-13416-15610[INC][2/9],0,+,cass,INC/SKIP,44,0.725,1,-0.275,4.26482323962126e-28,1.77049398100388e-26,0.5,0.201612903225806
25870,SUMF2,25870//SUMF2,chr7,56141866,56144581,CA-25870-12995-13362-13513-15610[INC][164/9],0,+,cass,INC/SKIP,44,0.812366737739872,1,-0.187633262260128,7.75880392244593e-29,3.41045072414572e-27,0.5,0.209677419354839
25871,C3orf17,25871//C3orf17,chr3,112732799,112738512,CA-25871-3167-5106-5261-8676[INC][81/83][UPT],0,-,cass,INC/SKIP,29,0.348837209302326,0.540540540540541,-0.191703331238215,0.0244449351473824,0.0373547603044611,0.131578947368421,0.0725806451612903
25875,LETMD1,25875//LETMD1,chr12,51442816,51450284,CA-25875-3887-8479-8562-11051[INC][1/48],0,+,cass,INC/SKIP,53,0,0.127098321342926,-0.127098321342926,1.18308800013091e-08,5.39473689151989e-08,0.184210526315789,0.0604838709677419
25875,LETMD1,25875//LETMD1,chr12,51442816,51450284,CA-25875-3887-6793-6909-11051[INC][18/48],0,+,cass,INC/SKIP,194,0.447761194029851,0.618448637316562,-0.170687443286711,1.65511600157251e-06,5.57424420135237e-06,0.394736842105263,0.173387096774194
25898,RCHY1,25898//RCHY1,chr4,76415790,76416991,CA-25898-25707-25793-25848-26729[INC][3/10],0,-,cass,INC/SKIP,263,0.670886075949367,0.81169757489301,-0.140811498943643,2.62474940533647e-06,8.54150895215102e-06,0.605263157894737,0.346774193548387
25950,RWDD3,25950//RWDD3,chr1,95699710,95710206,CA-25950-144799-150260-150393-154694[INC][7/33][UPT],0,+,cass,INC/SKIP,61,0,0.210727969348659,-0.210727969348659,5.92939026779196e-06,1.82993779147446e-05,0.184210526315789,0.125
25950,RWDD3,25950//RWDD3,chr1,95709766,95712780,CA-25950-155182-157025-157141-157239[INC][6/1][DNT],0,+,cass,INC/SKIP,21,0.807228915662651,0.959938366718028,-0.152709451055377,0.00382157699863667,0.00702502684435732,0.157894736842105,0.173387096774194
25950,RWDD3,25950//RWDD3,chr1,95709766,95712780,CA-25950-155199-157025-157141-157239[INC][1/3][DNT],0,+,cass,INC/SKIP,21,0.688888888888889,0.924932975871314,-0.236044086982425,0.0148978270060201,0.023959970363731,0.131578947368421,0.157258064516129
26037,SIPA1L1,26037//SIPA1L1,chr14,71996027,72056086,CA-26037-3046-50210-50263-61246[INC][1/10][UPT],0,+,cass,INC/SKIP,71,0.0142857142857143,0.334246575342466,-0.319960861056751,1.24698634986857e-15,1.357829580968e-14,0.184210526315789,0.120967741935484
26057,ANKRD17,26057//ANKRD17,chr4,74000833,74007559,CA-26057-120045-121502-122255-126520[INC][7/8],0,-,cass,INC/SKIP,108,0.5,0.669531996179561,-0.169531996179561,0.00925110648367386,0.0156577334539644,0.289473684210526,0.217741935483871
26061,HACL1,26061//HACL1,chr3,15624383,15631118,CA-26061-15084-19281-19376-21634[INC][6/19],0,-,cass,INC/SKIP,113,0.550660792951542,0.856978085351788,-0.306317292400246,4.2642580817728e-14,3.85071522852535e-13,0.263157894736842,0.129032258064516
26061,HACL1,26061//HACL1,chr3,15624383,15631118,CA-26061-15084-18021-18099-21634[INC][3/19],0,-,cass,INC/SKIP,113,0.451612903225806,0.805946791862285,-0.354333888636478,9.6023934292207e-13,7.47436301040122e-12,0.289473684210526,0.133064516129032
26091,HERC4,26091//HERC4,chr10,69716634,69726558,CA-26091-111664-119210-119234-121370[INC][5/19],0,-,cass,INC/SKIP,28,0.0566037735849057,0.524752475247525,-0.468148701662619,0.00230657334086875,0.00446091731857437,0.131578947368421,0.092741935483871
26123,TCTN3,26123//TCTN3,chr10,97444255,97446286,CA-26123-10649-11507-11588-12519[INC][32/2],0,-,cass,INC/SKIP,107,0.539568345323741,0.895778364116095,-0.356210018792354,8.20939353426239e-14,7.23831188020952e-13,0.157894736842105,0.161290322580645
26123,TCTN3,26123//TCTN3,chr10,97423633,97442560,CA-26123-14493-16534-16672-32843[INC][38/1][DNT],0,-,cass,INC/SKIP,21,0.851590106007067,1,-0.148409893992933,1.68907646653157e-23,4.39013005083727e-22,0.289473684210526,0.213709677419355
26123,TCTN3,26123//TCTN3,chr10,97423633,97442560,CA-26123-14493-16512-16672-32843[INC][1/1][DNT],0,-,cass,INC/SKIP,21,0.8,1,-0.2,1.53303742965304e-23,4.09129364038655e-22,0.236842105263158,0.201612903225806
26130,GAPVD1,26130//GAPVD1,chr9,128094788,128099373,CA-26130-73798-76340-76421-78186[INC][5/18],0,+,cass,INC/SKIP,37,0,0.151020408163265,-0.151020408163265,1.22239512233454e-10,7.31479283415003e-10,0.157894736842105,0.0604838709677419
26137,ZBTB20,26137//ZBTB20,chr3,114412374,114432861,CA-26137-436305-439967-440013-456705[INC][8/4],0,-,cass,INC/SKIP,82,0.451327433628319,0.756164383561644,-0.304836949933325,1.65215323473675e-07,6.50202240767366e-07,0.184210526315789,0.0967741935483871
26137,ZBTB20,26137//ZBTB20,chr3,114219198,114412421,CA-26137-456753-568014-568167-649889[INC][2/30],0,-,cass,INC/SKIP,45,0,0.160655737704918,-0.160655737704918,6.28337075751716e-13,4.99494553037734e-12,0.210526315789474,0.237903225806452
26234,FBXL5,26234//FBXL5,chr4,15642410,15656963,CA-26234-3209-13755-13920-17529[INC][23/2][UPT],0,-,cass,INC/SKIP,25,0.859154929577465,1,-0.140845070422535,8.76769134673003e-19,1.39396965081788e-17,0.526315789473684,0.411290322580645
26258,PLDN,26258//PLDN,chr15,45884332,45897711,CA-26258-8058-18885-18969-21209[INC][18/11],0,+,cass,INC/SKIP,61,0.741176470588235,0.922465208747515,-0.18128873815928,7.77116418029469e-07,2.76359425757297e-06,0.421052631578947,0.366935483870968
26258,PLDN,26258//PLDN,chr15,45884332,45897711,CA-26258-8058-18881-18969-21209[INC][119/11],0,+,cass,INC/SKIP,61,0.813559322033898,0.951851851851852,-0.138292529817953,8.20169224887566e-07,2.90977544592158e-06,0.447368421052632,0.387096774193548
26260,FBXO25,26260//FBXO25,chr8,381340,385706,CA-26260-27637-29078-29128-31807[INC][32/12],0,+,cass,INC/SKIP,64,0.540740740740741,0.898617511520737,-0.357876770779997,7.31373289254065e-12,5.06035824439907e-11,0.289473684210526,0.112903225806452
2629,GBA,2629//GBA,chr1,155210876,155214417,CA-2629-3357-3632-3768-6682[INC][12/77][UPT],0,-,cass,INC/SKIP,69,0.0615384615384615,0.179372197309417,-0.117833735770955,0.00812130973118121,0.0139429033811032,0.289473684210526,0.133064516129032
26297,SERGEF,26297//SERGEF,chr11,18022043,18028292,CA-26297-9500-11555-11650-15533[INC][70/3],0,-,cass,INC/SKIP,68,0.842767295597484,0.962014134275618,-0.119246838678134,7.03317314529603e-08,2.89960752155722e-07,0.342105263157895,0.282258064516129
26298,EHF,26298//EHF,chr11,34673088,34678516,CA-26298-33570-33696-33765-38867[INC][22/3],0,+,cass,INC/SKIP,25,0.345454545454545,0.957446808510638,-0.611992263056093,5.19423247721057e-15,5.25399691180453e-14,0.131578947368421,0.0645161290322581
2677,GGCX,2677//GGCX,chr2,85786039,85788615,CA-2677-3149-3549-3720-5459[INC][138/46][UPT],0,-,cass,INC/SKIP,43,0.650793650793651,0.830687830687831,-0.17989417989418,0.0156038045264324,0.0249210642423224,0.157894736842105,0.116935483870968
27072,VPS41,27072//VPS41,chr7,38766508,38768185,CA-27072-183659-183766-183860-185212[INC][3/37],0,-,cass,INC/SKIP,192,0.0185676392572944,0.253308128544423,-0.234740489287129,6.9813745540919e-27,2.59221472573673e-25,0.447368421052632,0.17741935483871
