ensemble,symbol,gene,chrom,chromStart,chromEnd,name,score,strand,type,isoformIDs,coverage,I_g1.group1.,I_g2.group2.,dI_g1_vs_g2,pvalue,FDR,law.beta_c4_ratio,law.beta_nc4_ratio
1728,NQO1,1728//NQO1,chr16,69746930,69752155,CA-1728-11508-14553-14667-16501[INC][338/66],0,-,cass,INC/SKIP,110,1,0.795539033457249,0.204460966542751,1.32849674854034e-12,1.01297877076201e-11,0.315789473684211,0.145161290322581
1739,DLG1,1739//DLG1,chr3,196869588,196921459,CA-1739-107152-151780-151834-158808[INC][7/3],0,-,cass,INC/SKIP,107,1,0.765350877192982,0.234649122807018,1.66482707956412e-16,2.02283257756795e-15,0.289473684210526,0.173387096774194
1786,DNMT1,1786//DNMT1,chr19,10287967,10291244,CA-1786-17730-17845-17893-20712[INC][10/36],0,-,cass,INC/SKIP,119,0.314917127071823,0.158425832492432,0.156491294579391,0.000172688015434127,0.00041177860241931,0.447368421052632,0.245967741935484
1798,DPAGT1,1798//DPAGT1,chr11,118970971,118972562,CA-1798-3581-4232-4446-4667[INC][7/1][UPT],0,-,cass,INC/SKIP,24,0.799163179916318,1,-0.200836820083682,2.66148654158664e-17,3.559366117585e-16,0.368421052631579,0.185483870967742
1798,DPAGT1,1798//DPAGT1,chr11,118968173,118969196,CA-1798-6673-7032-7221-7524[INC][23/2],0,-,cass,INC/SKIP,32,0.869653767820774,1,-0.130346232179226,8.50703300359592e-22,1.83592214063164e-20,0.473684210526316,0.233870967741935
1798,DPAGT1,1798//DPAGT1,chr11,118968173,118969196,CA-1798-6673-7150-7221-7524[INC][1/2],0,-,cass,INC/SKIP,32,0.796825396825397,1,-0.203174603174603,1.40167084627112e-20,2.63496488019143e-19,0.447368421052632,0.217741935483871
1837,DTNA,1837//DTNA,chr18,32259431,32336006,CA-1837-189303-193192-193405-265686[INC][1/83],0,+,cass,INC/SKIP,22,0.2,0.0175438596491228,0.182456140350877,1.87121526314228e-14,1.76437300363794e-13,0.184210526315789,0.0766129032258065
1876,E2F6,1876//E2F6,chr2,11593707,11606274,CA-1876-3400-11938-11993-15373[INC][70/22][UPT],0,-,cass,INC/SKIP,43,1,0.488095238095238,0.511904761904762,1.23479065996642e-07,4.93091420526337e-07,0.131578947368421,0.0241935483870968
1876,E2F6,1876//E2F6,chr2,11593707,11597358,CA-1876-11993-13697-13830-15373[INC][11/78],0,-,cass,INC/SKIP,26,0,0.185714285714286,-0.185714285714286,0.000829598613243617,0.00174011947718258,0.105263157894737,0.0161290322580645
1908,EDN3,1908//EDN3,chr20,57896071,57901046,CA-1908-23750-24928-24974-26887[INC][8/3][DNT],0,+,cass,INC/SKIP,76,0.948717948717949,0.766109785202864,0.182608163515085,0.00353846276977863,0.0065590481977478,0.315789473684211,0.189516129032258
1908,EDN3,1908//EDN3,chr20,57896071,57901046,CA-1908-23750-24928-25009-26887[INC][3/3][DNT],0,+,cass,INC/SKIP,71,0.945205479452055,0.687898089171974,0.25730739028008,0.00243300242799018,0.00467367882857497,0.315789473684211,0.173387096774194
1912,PHC2,1912//PHC2,chr1,33789226,33794746,CA-1912-49724-52632-52799-53574[INC][1/133][DNT],0,-,cass,INC/SKIP,78,0,0.209713024282561,-0.209713024282561,8.59212441778775e-33,5.03565880093482e-31,0.157894736842105,0.0806451612903226
1936,EEF1D,1936//EEF1D,chr8,144668898,144674829,CA-1936-8029-10594-11685-13823[INC][4/1],0,-,cass,INC/SKIP,31,0.26530612244898,0.441860465116279,-0.176554342667299,2.03490257410422e-05,5.74074921566542e-05,0.210526315789474,0.137096774193548
195827,AAED1,195827//AAED1,chr9,99403532,99413776,CA-195827-6928-12293-12425-16431[INC][30/7][DNT],0,-,cass,INC/SKIP,107,0.860869565217391,0.558510638297872,0.302358926919519,1.03510999094414e-06,3.59760902666516e-06,0.131578947368421,0.108870967741935
196074,METTL15,196074//METTL15,chr11,28318299,28355053,CA-196074-191681-222844-222915-225145[INC][4/9][DNT],0,+,cass,INC/SKIP,52,0.04,0.171717171717172,-0.131717171717172,0.000516284629098594,0.00112149328224978,0.184210526315789,0.0846774193548387
196394,AMN1,196394//AMN1,chr12,31862226,31867884,CA-196394-17293-17543-17734-22749[INC][1/19],0,-,cass,INC/SKIP,20,0.212121212121212,0.0742049469964664,0.137916265124746,0.0157031044908055,0.0250395195108123,0.131578947368421,0.0483870967741935
196951,C15orf33,196951//C15orf33,chr15,49881972,49903464,CA-196951-12707-17703-17766-33914[INC][2/29],0,-,cass,INC/SKIP,41,0.344262295081967,0.16010498687664,0.184157308205327,1.01557880165559e-07,4.09105800289563e-07,0.236842105263158,0.129032258064516
199704,ZNF585A,199704//ZNF585A,chr19,37647130,37660955,CA-199704-5875-10017-10119-19358[INC][10/41],0,-,cass,INC/SKIP,86,1,0.69449378330373,0.30550621669627,4.35940684701707e-08,1.84826483201901e-07,0.315789473684211,0.294354838709677
199746,U2AF1L4,199746//U2AF1L4,chr19,36235223,36236112,CA-199746-3311-3743-3810-4014[INC][6/11],0,-,cass,INC/SKIP,56,0.916083916083916,0.71830985915493,0.197774056928986,0.00648456102153832,0.0113347092943731,0.236842105263158,0.125
199746,U2AF1L4,199746//U2AF1L4,chr19,36235223,36236112,CA-199746-3311-3697-3810-4014[INC][7/11],0,-,cass,INC/SKIP,56,0.909774436090226,0.649122807017544,0.260651629072682,0.00664512921672221,0.0115916493894267,0.236842105263158,0.116935483870968
199746,U2AF1L4,199746//U2AF1L4,chr19,36233427,36234804,CA-199746-4627-5090-5281-5632[INC][1/65][DNT],0,-,cass,INC/SKIP,205,0.708333333333333,0.272311212814645,0.436022120518688,1.5073949011456e-06,5.1054995575345e-06,0.289473684210526,0.193548387096774
199746,U2AF1L4,199746//U2AF1L4,chr19,36233427,36234804,CA-199746-4627-5230-5281-5632[INC][1/65][DNT],0,-,cass,INC/SKIP,114,0.530201342281879,0.154255319148936,0.375946023132943,1.0272243576339e-05,3.03546574885588e-05,0.236842105263158,0.181451612903226
199870,FAM76A,199870//FAM76A,chr1,28071164,28081840,CA-199870-21833-26089-26176-32216[INC][9/9],0,+,cass,INC/SKIP,35,0.346153846153846,0.636363636363636,-0.29020979020979,0.00012579416037267,0.000307314054232865,0.184210526315789,0.0967741935483871
200373,PCDP1,200373//PCDP1,chr2,120303660,120317350,CA-200373-4822-7636-7737-18240[INC][16/4],0,+,cass,INC/SKIP,24,0.643564356435644,0.922077922077922,-0.278513565642278,5.18889284795371e-05,0.000136708688607613,0.131578947368421,0.0524193548387097
200373,PCDP1,200373//PCDP1,chr2,120317503,120344797,CA-200373-18578-20565-20666-45670[INC][7/3],0,+,cass,INC/SKIP,54,0.477611940298507,0.788888888888889,-0.311276948590381,1.75193428336948e-06,5.88374334043975e-06,0.131578947368421,0.0443548387096774
201931,TMEM192,201931//TMEM192,chr4,166024101,166033948,CA-201931-3126-4193-4224-12776[INC][3/21][UPT],0,-,cass,INC/SKIP,41,0,0.118503118503119,-0.118503118503119,0.00250213764256567,0.00479108866984548,0.236842105263158,0.141129032258065
201965,RWDD4,201965//RWDD4,chr4,184572136,184577113,CA-201965-6298-10851-10961-11047[INC][63/2],0,-,cass,INC/SKIP,40,1,0.78494623655914,0.21505376344086,0.0235432638893895,0.0361153788890866,0.236842105263158,0.209677419354839
2030,SLC29A1,2030//SLC29A1,chr6,44187372,44195078,CA-2030-3278-9556-9663-10758[INC][9/110][UPT],0,+,cass,INC/SKIP,25,0,0.395121951219512,-0.395121951219512,2.06294274265216e-06,6.82094674533994e-06,0.184210526315789,0.157258064516129
2030,SLC29A1,2030//SLC29A1,chr6,44191331,44195078,CA-2030-7137-9556-9663-10758[INC][31/114][UPT],0,+,cass,INC/SKIP,21,0.05,0.480122324159021,-0.430122324159021,2.56514405323138e-06,8.36575621943109e-06,0.184210526315789,0.100806451612903
2033,EP300,2033//EP300,chr22,41537051,41543949,CA-2033-51613-57129-57207-58227[INC][19/1],0,+,cass,INC/SKIP,37,1,0.635802469135803,0.364197530864197,3.22505766823886e-06,1.03319371600921e-05,0.105263157894737,0.0846774193548387
2058,EPRS,2058//EPRS,chr1,220184287,220191849,CA-2058-31210-31512-31533-38602[INC][1/49],0,-,cass,INC/SKIP,301,0.0255536626916525,0.14759445501495,-0.122040792323297,1.29288500161876e-17,1.78084482481036e-16,0.473684210526316,0.407258064516129
211,ALAS1,211//ALAS1,chr3,52232147,52233455,CA-211-3173-3589-3766-4127[INC][37/203][UPT],0,+,cass,INC/SKIP,109,0.172043010752688,0.333333333333333,-0.161290322580645,3.31943826280569e-06,1.06172294997605e-05,0.394736842105263,0.225806451612903
2115,ETV1,2115//ETV1,chr7,14028632,14029290,CA-2115-4863-4961-5158-5286[INC][19/79][UPT],0,-,cass,INC/SKIP,20,0.818181818181818,0.294605809128631,0.523576009053188,5.86983416369604e-07,2.12794837056246e-06,0.105263157894737,0.149193548387097
214,ALCAM,214//ALCAM,chr3,105268970,105271428,CA-214-186547-188431-188470-188755[INC][30/8],0,+,cass,INC/SKIP,310,0.966804979253112,0.812945184267575,0.153859794985537,3.18703910851424e-12,2.30376297348224e-11,0.657894736842105,0.528225806451613
2140,EYA3,2140//EYA3,chr1,28384504,28415141,CA-2140-3114-11186-11306-33543[INC][1/46][UPT],0,-,cass,INC/SKIP,28,0.0980392156862745,0.235955056179775,-0.137915840493501,0.0120403243703872,0.0197847880940557,0.157894736842105,0.120967741935484
2160,F11,2160//F11,chr4,187206791,187208976,CA-2160-22850-23451-23547-24720[INC][6/4],0,+,cass,INC/SKIP,190,0.245714285714286,0.715686274509804,-0.469971988795518,6.04599032671659e-31,3.1984893958506e-29,0.210526315789474,0.0564516129032258
2186,BPTF,2186//BPTF,chr17,65870932,65888149,CA-2186-52357-52892-53081-69180[INC][2/4],0,+,cass,INC/SKIP,61,0.960199004975124,0.73972602739726,0.220472977577864,1.19626294060125e-05,3.48841944337282e-05,0.210526315789474,0.125
2186,BPTF,2186//BPTF,chr17,65870932,65882431,CA-2186-52357-52892-53081-63464[INC][6/2],0,+,cass,INC/SKIP,331,0.630541871921182,0.362412493268713,0.268129378652469,3.36837739200223e-26,1.15063771710796e-24,0.421052631578947,0.217741935483871
2186,BPTF,2186//BPTF,chr17,65871671,65888149,CA-2186-53081-63464-63653-69180[INC][5/4],0,+,cass,INC/SKIP,53,0.777239709443099,0.988673139158576,-0.211433429715477,4.17009665078993e-26,1.41641123741035e-24,0.447368421052632,0.262096774193548
2186,BPTF,2186//BPTF,chr17,65955656,65960519,CA-2186-137212-140669-140843-141548[INC][6/11],0,+,cass,INC/SKIP,420,0.546961325966851,0.706984667802385,-0.160023341835534,3.13852264441401e-08,1.3635238639758e-07,0.5,0.375
2195,FAT1,2195//FAT1,chr4,187510259,187516979,CA-2195-131145-136430-136466-137613[INC][4/40][DNT],0,-,cass,INC/SKIP,28,0,0.256166982922201,-0.256166982922201,9.96024822320297e-06,2.95056312578332e-05,0.157894736842105,0.0645161290322581
22,ABCB7,22//ABCB7,chrX,74332720,74376116,CA-22-3193-44463-44544-46325[INC][86/3][UPT],0,-,cass,INC/SKIP,77,1,0.781560283687943,0.218439716312057,4.97002710366212e-08,2.09378590737788e-07,0.210526315789474,0.157258064516129
22,ABCB7,22//ABCB7,chrX,74332720,74376116,CA-22-3193-44466-44544-46325[INC][79/3][UPT],0,-,cass,INC/SKIP,77,1,0.782178217821782,0.217821782178218,4.97002710366212e-08,2.09231141026001e-07,0.263157894736842,0.157258064516129
220729,LOC220729,220729//LOC220729,chr3,197348574,197350252,CA-220729-7662-8551-8695-9013[INC][14/41],0,-,cass,INC/SKIP,79,0.564356435643564,0.32,0.244356435643564,9.47163344318839e-05,0.000236810642925053,0.184210526315789,0.112903225806452
220972,MARCH8,220972//MARCH8,chr10,46028557,46090045,CA-220972-3672-44702-44795-64617[INC][6/10][UPT],0,-,cass,INC/SKIP,70,0.686746987951807,0.198606271777003,0.488140716174804,4.48132449022345e-16,5.17169069547409e-15,0.184210526315789,0.092741935483871
221421,RSPH9,221421//RSPH9,chr6,43624313,43638744,CA-221421-14694-24394-24491-28759[INC][4/33][DNT],0,+,cass,INC/SKIP,30,0.224489795918367,0.327044025157233,-0.102554229238865,0.0054607160760041,0.00970397167132952,0.105263157894737,0.0604838709677419
221477,C6orf89,221477//C6orf89,chr6,36853730,36867408,CA-221477-3165-11640-11740-16562[INC][57/119][UPT],0,+,cass,INC/SKIP,40,0.642105263157895,0.756613756613757,-0.114508493455862,0.0205867750094918,0.0320155413649173,0.315789473684211,0.104838709677419
2224,FDPS,2224//FDPS,chr1,155278781,155279995,CA-2224-3329-4005-4218-4295[INC][1/59][UPT],0,+,cass,INC/SKIP,27,0,0.262135922330097,-0.262135922330097,1.64380982284591e-23,4.30995400042669e-22,0.105263157894737,0.0282258064516129
2224,FDPS,2224//FDPS,chr1,155278781,155279995,CA-2224-3329-4041-4218-4295[INC][20/59][UPT],0,+,cass,INC/SKIP,31,0,0.289719626168224,-0.289719626168224,1.64380982284591e-23,4.2911332405995e-22,0.105263157894737,0.0282258064516129
2235,FECH,2235//FECH,chr18,55222076,55230211,CA-2235-26864-30494-30593-34785[INC][35/2],0,-,cass,INC/SKIP,30,1,0.834254143646409,0.165745856353591,7.91084420342762e-08,3.24355463978672e-07,0.184210526315789,0.0564516129032258
224,ALDH3A2,224//ALDH3A2,chr17,19575033,19579056,CA-224-26206-27400-27525-29807[INC][11/93][DNT],0,+,cass,INC/SKIP,72,0,0.150743099787686,-0.150743099787686,2.64281723643473e-11,1.69696685707914e-10,0.184210526315789,0.157258064516129
226,ALDOA,226//ALDOA,chr16,30075744,30078686,CA-226-14416-15786-15838-17144[INC][4/671],0,+,cass,INC/SKIP,1803,0.248614958448753,0.351526641388944,-0.102911682940191,4.31056501933558e-26,1.44767178008922e-24,1,0.987903225806452
22832,KIAA1009,22832//KIAA1009,chr6,84925493,84930888,CA-22832-9561-11403-11515-14695[INC][4/7],0,-,cass,INC/SKIP,48,0,0.288629737609329,-0.288629737609329,3.68762630538611e-14,3.36559237459514e-13,0.157894736842105,0.0645161290322581
22866,CNKSR2,22866//CNKSR2,chrX,21549973,21581569,CA-22866-160650-190053-190143-191820[INC][15/4],0,+,cass,INC/SKIP,88,1,0.251063829787234,0.748936170212766,3.74934572642207e-31,2.00121328147778e-29,0.131578947368421,0.0403225806451613
22872,SEC31A,22872//SEC31A,chr4,83778841,83784544,CA-22872-30949-31694-31733-36502[INC][8/26],0,-,cass,INC/SKIP,325,0.870476190476191,0.767571884984026,0.102904305492165,0.000126219084371584,0.000308226179074072,0.815789473684211,0.463709677419355
22872,SEC31A,22872//SEC31A,chr4,83778841,83784544,CA-22872-30949-32558-32636-36502[INC][3/26],0,-,cass,INC/SKIP,325,0.833740831295844,0.721797323135755,0.111943508160088,0.00127433913926945,0.00257538856475753,0.657894736842105,0.423387096774194
22872,SEC31A,22872//SEC31A,chr4,83750152,83763633,CA-22872-52082-63291-63330-65208[INC][2/19],0,-,cass,INC/SKIP,406,0.970149253731343,0.773078022292083,0.19707123143926,3.36150704177176e-24,9.47881561118471e-23,0.657894736842105,0.443548387096774
22872,SEC31A,22872//SEC31A,chr4,83750152,83763633,CA-22872-52127-63291-63330-65208[INC][15/48],0,-,cass,INC/SKIP,856,0.845749342681858,0.713753261274693,0.131996081407165,5.9643849685626e-11,3.69100345155975e-10,0.763157894736842,0.459677419354839
22873,DZIP1,22873//DZIP1,chr13,96246197,96258312,CA-22873-41704-48282-48342-53620[INC][13/2],0,-,cass,INC/SKIP,55,0.711111111111111,0.902684563758389,-0.191573452647278,1.34564378165742e-06,4.60725001531962e-06,0.342105263157895,0.185483870967742
22897,CEP164,22897//CEP164,chr11,117206320,117214992,CA-22897-10826-13711-13814-19311[INC][16/4],0,+,cass,INC/SKIP,51,0.823943661971831,0.942477876106195,-0.118534214134364,1.31378249845399e-05,3.80697613948519e-05,0.578947368421053,0.254032258064516
22902,RUFY3,22902//RUFY3,chr4,71668672,71672587,CA-22902-101047-102411-102480-104579[INC][17/1][DNT],0,+,cass,INC/SKIP,93,0.851851851851852,0.95423855963991,-0.102386707788058,1.08316035411768e-07,4.34281193622769e-07,0.5,0.354838709677419
22903,BTBD3,22903//BTBD3,chr20,11898981,11900483,CA-22903-30773-31257-31348-31889[INC][82/13],0,+,cass,INC/SKIP,46,0.727748691099476,0.933554817275748,-0.205806126176271,4.24570528531049e-07,1.57449294017284e-06,0.368421052631579,0.137096774193548
22920,KIFAP3,22920//KIFAP3,chr1,169890460,169923250,CA-22920-123728-151883-151952-155957[INC][3/74][DNT],0,-,cass,INC/SKIP,405,0.497227356746765,0.334018499486125,0.16320885726064,7.05784983146085e-09,3.31957720633147e-08,0.421052631578947,0.25
22944,KIN,22944//KIN,chr10,7822226,7829880,CA-22944-3208-7852-7947-10720[INC][23/4][UPT],0,-,cass,INC/SKIP,142,0.962264150943396,0.758318739054291,0.203945411889106,3.6631341120108e-08,1.57654540832257e-07,0.473684210526316,0.25
22984,PDCD11,22984//PDCD11,chr10,105158172,105160284,CA-22984-4874-6079-6176-6742[INC][1/37],0,+,cass,INC/SKIP,68,0.377358490566038,0.111111111111111,0.266247379454927,2.16898641021456e-11,1.40936964785463e-10,0.421052631578947,0.17741935483871
22984,PDCD11,22984//PDCD11,chr10,105158172,105160284,CA-22984-4874-5992-6176-6742[INC][1/37],0,+,cass,INC/SKIP,50,0.266666666666667,0.104,0.162666666666667,6.68320654239733e-11,4.11030953811227e-10,0.394736842105263,0.17741935483871
22985,ACIN1,22985//ACIN1,chr14,23550956,23559841,CA-22985-8093-8513-8633-16778[INC][29/24],0,-,cass,INC/SKIP,179,0.556521739130435,0.716914366595895,-0.16039262746546,0.000682563992026298,0.00144950889674359,0.657894736842105,0.379032258064516
22998,LIMCH1,22998//LIMCH1,chr4,41621204,41646642,CA-22998-261654-281145-281181-286713[INC][20/15],0,+,cass,INC/SKIP,242,0.212707182320442,0.0357432981316003,0.176963884188842,9.95149684118401e-34,6.39677936737613e-32,0.631578947368421,0.423387096774194
22998,LIMCH1,22998//LIMCH1,chr4,41668577,41673610,CA-22998-308880-312931-313006-313767[INC][2/43],0,+,cass,INC/SKIP,36,0.0909090909090909,0.27292817679558,-0.182019085886489,2.58764435471515e-05,7.19820286295355e-05,0.210526315789474,0.129032258064516
23022,PALLD,23022//PALLD,chr4,169846095,169847637,CA-23022-431013-431167-431213-432147[INC][7/81][DNT],0,+,cass,INC/SKIP,29,0.134883720930233,0,0.134883720930233,7.97144326262198e-07,2.83144906856531e-06,0.289473684210526,0.229838709677419
23032,USP33,23032//USP33,chr1,78163547,78177539,CA-23032-51106-61381-61484-64921[INC][23/2],0,-,cass,INC/SKIP,34,1,0.896341463414634,0.103658536585366,0.00127105378701532,0.0025696176999586,0.184210526315789,0.104838709677419
23033,DOPEY1,23033//DOPEY1,chr6,83777389,83806833,CA-23033-3114-32065-32158-32259[INC][10/5][UPT],0,+,cass,INC/SKIP,48,0.476923076923077,0.32319391634981,0.153729160573267,0.0101347742287946,0.017004120218842,0.157894736842105,0.0604838709677419
23059,CLUAP1,23059//CLUAP1,chr16,3551032,3556414,CA-23059-3127-6757-6869-8368[INC][90/5][UPT],0,+,cass,INC/SKIP,97,0.792134831460674,0.904229848363927,-0.112095016903252,0.000101998387442576,0.000253532790075559,0.657894736842105,0.379032258064516
23064,SETX,23064//SETX,chr9,135139283,135145088,CA-23064-88371-88496-88583-93000[INC][10/32][DNT],0,-,cass,INC/SKIP,61,0,0.11275415896488,-0.11275415896488,9.4072137459234e-21,1.79668766048339e-19,0.157894736842105,0.0887096774193548
23074,UHRF1BP1L,23074//UHRF1BP1L,chr12,100502163,100536601,CA-23074-3273-17139-17285-37316[INC][1/10][UPT],0,-,cass,INC/SKIP,40,0,0.166666666666667,-0.166666666666667,4.80730644333058e-12,3.40095596665446e-11,0.236842105263158,0.092741935483871
23077,MYCBP2,23077//MYCBP2,chr13,77699470,77713470,CA-23077-190847-203557-203725-204574[INC][1/8],0,-,cass,INC/SKIP,136,0.743589743589744,0.489304812834225,0.254284930755519,3.47707822869249e-09,1.71077972437232e-08,0.342105263157895,0.0967741935483871
23077,MYCBP2,23077//MYCBP2,chr13,77699470,77713470,CA-23077-190847-203500-203725-204574[INC][9/8],0,-,cass,INC/SKIP,211,0.838709677419355,0.610204081632653,0.228505595786702,8.34226326198976e-10,4.45268301608704e-09,0.368421052631579,0.0967741935483871
23077,MYCBP2,23077//MYCBP2,chr13,77673038,77695629,CA-23077-208670-211547-211703-231029[INC][3/12][DNT],0,-,cass,INC/SKIP,172,0.246376811594203,0.125514403292181,0.120862408302022,3.11559161547303e-06,1.00188309183958e-05,0.421052631578947,0.125
23077,MYCBP2,23077//MYCBP2,chr13,77673038,77695629,CA-23077-208670-211523-211703-231029[INC][2/12][DNT],0,-,cass,INC/SKIP,145,0.240875912408759,0.085037674919268,0.155838237489491,1.59721091577393e-06,5.38833343933214e-06,0.421052631578947,0.125
23077,MYCBP2,23077//MYCBP2,chr13,77673038,77692629,CA-23077-211703-226732-226834-231029[INC][1/6][DNT],0,-,cass,INC/SKIP,38,0,0.193877551020408,-0.193877551020408,7.34718763179185e-08,3.02489584454901e-07,0.157894736842105,0.0403225806451613
23085,ERC1,23085//ERC1,chr12,1517314,1553915,CA-23085-420010-422151-422216-456324[INC][10/26],0,+,cass,INC/SKIP,26,1,0.878220140515222,0.121779859484778,9.55267872695391e-05,0.000238737096278137,0.131578947368421,0.100806451612903
23095,KIF1B,23095//KIF1B,chr1,10332298,10335560,CA-23095-64601-65308-65326-67722[INC][7/14],0,+,cass,INC/SKIP,36,0.386363636363636,0.00602409638554217,0.380339539978094,5.24008843848067e-18,7.56648518967088e-17,0.184210526315789,0.0483870967741935
23116,FAM179B,23116//FAM179B,chr14,45475210,45481277,CA-23116-47055-49700-49933-52762[INC][7/2],0,+,cass,INC/SKIP,26,1,0.868354430379747,0.131645569620253,0.00159477837608935,0.00318210451677641,0.184210526315789,0.125
23116,FAM179B,23116//FAM179B,chr14,45481177,45495074,CA-23116-52863-63697-63761-66570[INC][2/11],0,+,cass,INC/SKIP,69,0.15,0.337995337995338,-0.187995337995338,0.00070443176433372,0.00149329542098829,0.210526315789474,0.112903225806452
23133,PHF8,23133//PHF8,chrX,54019168,54022214,CA-23133-52444-54233-54536-55297[INC][10/4],0,-,cass,INC/SKIP,45,1,0.744318181818182,0.255681818181818,3.65256466689752e-05,9.88010478674813e-05,0.105263157894737,0.0483870967741935
23136,EPB41L3,23136//EPB41L3,chr18,5392387,5395145,CA-23136-151921-152194-152311-153509[INC][31/12][DNT],0,-,cass,INC/SKIP,251,0.593561368209256,0.777448071216617,-0.183886703007362,6.588726229547e-09,3.1062622555388e-08,0.394736842105263,0.169354838709677
23137,SMC5,23137//SMC5,chr9,72959059,72962076,CA-23137-88308-90643-90688-91104[INC][14/1],0,+,cass,INC/SKIP,54,1,0.765726681127983,0.234273318872017,1.05440241849392e-06,3.66040514387727e-06,0.210526315789474,0.129032258064516
23142,DCUN1D4,23142//DCUN1D4,chr4,52752733,52758016,CA-23142-46529-47013-47135-51650[INC][3/104],0,+,cass,INC/SKIP,134,0.168627450980392,0.0675575352635486,0.101069915716844,4.64524592883139e-08,1.96388119961486e-07,0.263157894736842,0.225806451612903
23142,DCUN1D4,23142//DCUN1D4,chr4,52765435,52777339,CA-23142-59269-68810-68866-70960[INC][5/21],0,+,cass,INC/SKIP,82,0,0.110849056603774,-0.110849056603774,3.6137164539099e-11,2.27637481153566e-10,0.263157894736842,0.149193548387097
23172,FAM175B,23172//FAM175B,chr10,126505144,126515353,CA-23172-17828-20599-20666-27810[INC][67/1],0,+,cass,INC/SKIP,43,0.733333333333333,0.927325581395349,-0.193992248062016,4.72613713073354e-06,1.48308912165486e-05,0.236842105263158,0.157258064516129
23173,METAP1,23173//METAP1,chr4,99916871,99950068,CA-23173-3231-13132-13230-36230[INC][3/117][UPT],0,+,cass,INC/SKIP,48,0.0212765957446809,0.185185185185185,-0.163908589440504,1.02407303673215e-07,4.12249738288538e-07,0.236842105263158,0.161290322580645
23196,FAM120A,23196//FAM120A,chr9,96278264,96289523,CA-23196-67379-74389-74473-78264[INC][1/37],0,+,cass,INC/SKIP,31,0,0.279503105590062,-0.279503105590062,2.0597819383445e-07,7.98015322580909e-07,0.105263157894737,0.0282258064516129
23198,PSME4,23198//PSME4,chr2,54137211,54146382,CA-23198-54690-59909-59970-63710[INC][1/13],0,-,cass,INC/SKIP,44,0.425,0.0221238938053097,0.40287610619469,2.78161184586687e-20,5.10075939097919e-19,0.105263157894737,0.0564516129032258
23210,JMJD6,23210//JMJD6,chr17,74716441,74718014,CA-23210-8002-8443-8537-9301[INC][1/64],0,-,cass,INC/SKIP,33,0,0.102040816326531,-0.102040816326531,0.000906990988751929,0.00189117269995083,0.105263157894737,0.092741935483871
