chr1	-	70652947	70653021	70650467	70650597	70654774	70654956
chr14	+	31074710	31075018	31077093	31077275	31071204	31071337
chr1	-	146639345	146639512	146638424	146638518	146643567	146643746
chr20	-	33721907	33721958	33719444	33719586	33722540	33722752
chr9	-	123280034	123280164	123253584	123253755	123280704	123280923
chr3	-	25773809	25773974	25770623	25770809	25775362	25775603
chr1	-	150974640	150975444	150974200	150974258	150978787	150980095
chrX	-	131518690	131518726	131516205	131516300	131520688	131520839
chr9	-	34011624	34011662	33998784	33998862	34017047	34017187
chr3	+	121573533	121573670	121575857	121576003	121563299	121563394
chr12	+	22214214	22214386	22215214	22215368	22213765	22213860
chr14	+	75264282	75266400	75269258	75269379	75248036	75249028
chr12	+	32891197	32891230	32892997	32893174	32890798	32890876
chr11	+	33369711	33369774	33370067	33370364	33369397	33369559
chr11	-	118428452	118428605	118427620	118427760	118430499	118430579
chr15	-	72543185	72543298	72542360	72542433	72543547	72543596
chr3	+	107508633	107508723	107510086	107510146	107497217	107497366
chr5	-	175782573	175782752	175779624	175779751	175786813	175786921
chr2	-	55825551	55826175	55816014	55816092	55831113	55831212
chr6	-	86275049	86275137	86267693	86267778	86281854	86281933
chr3	-	101117704	101117899	101090851	101090970	101136436	101136634
chr1	-	86847924	86848041	86841915	86842101	86848613	86848685
chr16	+	14186577	14186739	14234400	14234617	14173146	14173211
chr14	+	94071241	94071307	94079142	94079429	94069584	94069764
chr1	+	67394569	67394646	67405710	67405735	67391824	67391925
chr14	-	20783643	20783777	20781626	20781960	20784385	20784719
chr5	-	34913574	34913683	34911658	34911917	34914799	34915066
chr9	-	115464067	115464160	115456313	115456513	115478740	115478821
chr16	+	24579112	24579214	24580065	24581820	24578463	24578826
chr2	+	201761798	201761937	201764107	201764191	201759986	201760113
chr6	+	71501391	71501472	71508359	71508440	71482361	71483128
chr7	-	45786425	45786547	45784595	45784647	45786813	45786910
chr7	-	45768430	45768625	45767776	45767912	45776385	45776509
chr13	-	21437107	21437278	21436855	21436997	21442734	21442840
chr1	+	783033	783186	787306	787490	764382	764484
chr9	-	114814678	114814718	114804146	114804240	114820707	114820966
chr17	-	62590108	62590222	62589557	62589691	62594499	62594608
chr1	-	37962147	37962205	37961485	37961519	37962307	37962337
chr7	+	94152156	94152352	94156473	94156518	94147514	94147635
chrX	-	118974556	118974647	118972329	118972490	118975038	118975221
chr12	+	980430	980514	987377	987527	971248	971436
chr5	-	37203425	37203572	37201692	37201910	37205416	37205556
chr11	-	8462224	8462300	8457573	8457686	8474368	8474453
chr8	+	11155408	11155460	11157531	11157657	11152702	11152811
chr15	+	25157509	25157677	25165157	25165271	25131662	25131736
chr7	-	104766694	104766787	104766228	104766321	104767439	104767509
chr20	-	47782533	47782822	47770469	47770608	47790731	47790806
chrX	+	70678999	70679101	70679401	70679558	70678090	70678216
chr13	+	114285937	114286220	114287434	114287600	114277494	114277601
chr3	-	141811902	141811969	141724282	141724386	141820576	141820683
chr3	-	141772956	141772991	141724282	141724386	141811902	141811969
chr2	-	70452459	70452525	70451685	70451761	70454866	70454954
chr13	+	103303708	103303747	103309405	103309557	103301757	103301836
chr13	+	103320107	103320233	103326632	103326840	103317144	103317286
chr7	+	7715732	7715839	7841300	7841374	7712939	7713084
chr6	+	43748468	43748591	43749692	43749824	43746625	43746655
chrX	+	24179831	24179959	24190831	24190917	24170836	24170947
chr11	+	9494223	9494316	9495487	9495571	9492848	9492967
chr17	+	30688486	30688534	30689932	30690003	30687910	30687986
chr20	+	13775483	13775587	13779106	13779146	13773805	13773873
chr20	+	13795063	13795161	13797108	13797192	13789487	13789548
chr1	-	49208294	49208443	49201910	49202124	49224571	49225038
chr12	-	48073275	48073377	48063889	48064128	48073486	48073557
chr5	+	50056125	50056196	50057654	50057732	50055476	50055566
chr2	-	170394522	170394651	170393736	170393850	170396560	170396689
chr2	-	17922011	17922089	17919487	17919593	17922878	17922996
chr3	+	113786833	113786910	113789472	113789685	113785074	113785130
chr11	-	78204108	78204241	78189630	78189729	78239887	78239982
chr8	+	67999057	67999081	68004037	68004118	67998241	67998345
chr14	+	89063077	89063152	89068267	89068427	89044328	89044484
chr5	+	35644456	35644627	35646768	35646909	35641532	35641785
chr10	-	15880222	15880278	15879202	15879317	15883424	15883598
chr8	-	33364746	33364839	33361265	33361453	33367263	33367450
chr3	+	134266176	134266314	134267903	134268018	134264990	134265130
chr10	+	21977419	21977467	22002700	22002879	21971153	21971186
chr3	-	138291700	138291826	138290107	138290198	138310695	138310798
chr2	-	39984387	39984508	39983028	39983100	39988470	39988558
chr3	+	12546652	12546730	12558109	12558160	12544760	12545283
chr1	+	182791249	182791334	182794915	182794955	182787947	182787994
chr13	+	21163949	21164006	21165105	21165159	21157095	21157158
chr10	-	75585036	75585105	75583797	75583842	75597225	75597269
chr11	-	3061677	3061811	3061064	3061161	3062125	3062261
chr7	+	38256625	38256679	38256788	38256906	38254628	38254706
chr2	+	204260378	204260503	204267298	204267457	204259422	204259569
chr3	+	50141680	50141741	50142509	50142575	50140515	50140599
chr5	+	68555644	68555763	68558031	68558131	68553869	68553980
chr15	-	65992881	65993013	65989604	65989721	65993388	65993530
chrX	+	55753739	55753823	55755726	55755793	55748618	55748718
chr1	-	220236098	220236296	220233027	220233133	220240643	220240735
chr3	+	98492763	98492827	98503788	98503884	98491656	98491760
chr13	-	33020495	33020617	33016524	33018263	33054726	33054774
chr8	-	71056876	71057083	71053418	71053634	71060507	71060718
chr11	+	65480818	65480974	65481063	65481138	65480392	65480529
chr9	+	106858428	106858578	106860726	106860849	106857562	106857833
chr4	+	95496766	95497185	95506715	95506922	95494501	95494544
chr5	-	93386435	93386536	93300162	93300228	93388830	93388932
chr1	+	27657475	27657628	27658560	27658592	27657210	27657295
chr6	+	111310190	111310268	111312949	111312989	111306208	111306341
chr5	-	74026084	74026223	74021765	74021951	74028846	74028923
chr4	-	186605907	186606000	186599949	186599976	186696380	186696520
chr4	-	186611715	186611765	186599949	186599976	186696380	186696520
chr4	-	186611715	186611765	186605907	186606000	186696380	186696520
chr16	-	30005226	30006164	30004960	30005129	30006423	30006784
chr14	+	39594195	39594240	39597483	39597552	39591633	39591747
chr10	+	5966713	5966764	5967329	5967455	5966273	5966471
chr2	-	39535083	39535146	39526883	39526942	39536601	39536660
chr1	+	223000769	223000943	223008460	223008557	222997197	222997287
chr1	-	46532582	46532763	46531725	46531851	46543186	46543285
chr22	-	29927066	29927099	29925150	29925228	29927819	29927952
chr1	-	47048485	47048595	47046201	47046299	47048899	47049001
chr2	-	172704682	172704786	172700878	172701018	172712343	172712459
chr18	-	31603403	31603615	31599281	31599565	31673428	31673561
chr18	-	31537289	31537481	31523028	31523142	31538202	31538382
chr1	-	40029507	40029594	40029285	40029413	40030094	40030214
chr16	-	66858757	66858788	66857431	66857503	66860425	66860486
chr1	+	201757595	201757766	201758867	201758920	201755556	201755705
chr11	+	20072834	20072879	20075625	20075786	20070273	20070741
chr12	-	112381068	112381173	112375964	112376014	112403398	112403563
chr16	+	57250018	57250085	57250815	57250947	57247799	57247858
chr2	+	9986185	9986315	9989501	9989589	9985348	9985447
chr1	-	24718050	24718169	24710356	24710493	24727808	24727946
chr4	-	148563937	148564091	148560110	148560233	148575002	148575717
chr15	+	50776471	50776558	50781997	50782078	50773677	50774262
chrX	+	46949174	46949390	46951076	46951208	46943816	46943999
chrX	+	46951076	46951208	46951459	46951614	46943816	46943999
chr5	+	110091695	110091821	110092401	110092459	110091164	110091221
chr7	-	45143697	45143855	45142931	45143042	45144136	45144345
chr2	-	38805061	38805144	38804602	38804674	38809054	38809127
chr19	-	35998359	35998413	35997027	35997087	35999106	35999142
chr2	-	230725121	230725247	230723487	230724290	230744697	230744844
chr10	-	32128564	32128639	32120666	32120728	32132388	32132514
chr6	+	46632510	46632623	46636445	46636530	46630112	46630235
chr3	-	27450846	27451021	27446320	27446454	27453132	27453239
chr14	-	103420534	103420612	103418834	103418940	103420938	103421025
chr3	-	121547316	121547479	121544897	121545027	121547707	121547819
chr1	-	31414768	31414970	31413997	31414119	31418192	31418330
chr22	+	50830295	50830444	50832321	50832564	50827414	50827540
chr15	-	49311614	49311749	49309744	49309825	49319561	49319677
chr10	+	105770573	105770666	105777917	105778047	105767934	105768114
chr16	+	71957190	71957287	71958671	71958720	71956376	71956583
chr10	-	27418165	27418286	27415624	27415715	27420787	27420870
chr11	-	86158106	86158249	86157355	86157529	86159191	86159297
chr9	+	91077410	91077664	91083286	91083520	91063855	91063904
chr20	-	61540402	61540510	61538498	61538711	61541050	61541372
chr4	-	121652772	121652945	121631463	121631568	121675707	121675793
chr6	+	26463024	26463125	26463471	26463753	26459708	26460056
chrX	+	107370022	107370324	107372010	107372086	107369306	107369417
chr3	+	66286967	66287124	66293626	66293736	66271167	66271553
chr2	+	236839408	236839567	236877105	236877267	236817381	236817550
chr11	+	36654833	36654988	36669565	36669705	36631630	36631789
chr15	-	102239533	102239638	102226098	102226265	102241288	102241387
chr15	+	99857668	99857751	99874127	99874334	99828018	99828156
chr1	-	111665237	111665265	111663137	111663315	111668848	111668916
chr2	-	55432740	55432864	55408705	55408880	55433405	55433512
chr3	-	15466461	15466596	15457278	15457449	15467793	15468142
chr3	-	11868191	11868279	11858665	11858811	11871187	11871338
chr5	+	34949647	34949782	34950274	34950447	34945826	34945908
chr5	-	75003561	75003700	75001528	75001612	75008678	75008776
chr8	+	59347416	59347507	59352191	59352329	59346953	59347063
chr14	+	61453769	61453875	61482621	61482674	61451447	61451521
chr14	+	61510167	61510221	61512063	61512143	61509864	61509930
chr19	+	52817405	52817532	52819086	52819215	52803646	52803737
chr1	+	222895760	222895856	222897433	222897506	222892604	222892701
chr1	+	41473120	41473217	41474330	41474562	41471722	41471766
chr8	-	11718869	11718988	11710837	11710988	11721884	11721992
chr7	+	101671377	101671425	101713618	101713697	101559394	101559505
chr5	+	68720427	68720463	68728353	68728502	68715197	68716358
chr8	+	100519364	100519431	100519997	100520139	100515063	100515178
chr12	-	25679032	25679152	25672791	25673009	25679702	25679889
chr7	-	14793552	14793573	14775665	14775819	14797279	14797356
chr2	-	136670055	136670136	136668951	136669063	136672038	136672081
chr11	+	47259169	47259263	47259387	47259552	47256820	47256963
