,ensemble,symbol,gene,chrom,chromStart,chromEnd,name,score,strand,type,isoformIDs,coverage,I_g1.group1.,I_g2.group2.,dI_g1_vs_g2,pvalue,FDR,isoform1Tags_g1,isoform2Tags_g1,exonTags_g1,inclusionJunction1Tags_g1,inclusionJunction2Tags_g1,skippingJunctionTags_g1,isoform1Tags_g2,isoform2Tags_g2,exonTags_g2,inclusionJunction1Tags_g2,inclusionJunction2Tags_g2,skippingJunctionTags_g2,alpha_T2D_ratio,alpha_ND_ratio,beta_T2D_ratio,beta_ND_ratio,mark
157,166929,SGMS2,166929//SGMS2,chr4,108779627,108820847,CA-166929-36989-73745-74444-78010[INC][3/1],0,+,cass,INC/SKIP,0,1,1,0,1,1,1643,0,1643,65,108,0,2988,0,2988,185,237,0,0.0442477876106195,0.13953488372093,0.122950819672131,0.114478114478114,None
158,166968,MIER3,166968//MIER3,chr5,56233404,56234843,CA-166968-16245-16789-16832-17429[INC][3/27],0,-,cass,INC/SKIP,0,0,0,0,0.255713209938988,1,1,43,1,0,0,43,7,70,7,0,0,70,0.0530973451327434,0.0863787375415282,0.0573770491803279,0.117845117845118,None
166,167153,PAPD4,167153//PAPD4,chr5,78944439,78952823,CA-167153-39274-39642-39771-47538[INC][13/1],0,+,cass,INC/SKIP,31,1,0.895973154362416,0.104026845637584,6.6360499840536e-06,1.51509131611275e-05,472,0,472,144,35,0,965,31,965,300,234,31,0.106194690265487,0.0996677740863787,0.0901639344262295,0.114478114478114,Up
167,167153,PAPD4,167153//PAPD4,chr5,78944884,78964850,CA-167153-39771-47538-47582-59472[INC][14/5],0,+,cass,INC/SKIP,209,0.274390243902439,0.687420584498094,-0.413030340595655,7.46248836484874e-18,5.81394099359536e-17,105,119,105,35,55,119,460,123,460,234,307,123,0.115044247787611,0.0930232558139535,0.0901639344262295,0.114478114478114,Down
168,167227,DCP2,167227//DCP2,chr5,112312478,112321682,CA-167227-3277-7332-7462-12125[INC][2/37][UPT],0,+,cass,INC/SKIP,56,0.164705882352941,0,0.164705882352941,4.19053577893181e-28,8.14772102323506e-27,82,142,82,25,31,142,0,211,0,0,0,211,0.0707964601769911,0.156146179401993,0.19672131147541,0.101010101010101,Up
175,1676,DFFA,1676//DFFA,chr1,10523487,10532532,CA-1676-3234-8224-8367-11936[INC][1/1][UPT],0,-,cass,INC/SKIP,0,1,1,0,1,1,1151,0,1151,0,386,0,1587,0,1587,0,536,0,0.123893805309735,0.222591362126246,0.204918032786885,0.195286195286195,None
176,1676,DFFA,1676//DFFA,chr1,10527246,10532532,CA-1676-3234-6218-6380-8224[INC][187/1][UPT],0,-,cass,INC/SKIP,0,1,1,0,1,1,1173,0,1173,296,349,0,1633,0,1633,376,506,0,0.150442477876106,0.252491694352159,0.229508196721311,0.208754208754209,None
177,1676,DFFA,1676//DFFA,chr1,10523114,10527388,CA-1676-8367-11936-12126-12347[INC][105/5],0,-,cass,INC/SKIP,3,1,0.994208494208494,0.00579150579150578,0.259149041205775,1,1639,0,1639,386,436,0,2048,3,2048,536,494,3,0.15929203539823,0.245847176079734,0.237704918032787,0.218855218855219,None
185,168374,ZNF92,168374//ZNF92,chr7,64838793,64853813,CA-168374-3146-17047-17174-17951[INC][44/5][UPT],0,+,cass,INC/SKIP,24,0.878787878787879,0.765957446808511,0.112830431979368,0.0529883104300811,0.0702403184770842,87,2,87,2,27,2,246,22,246,69,75,22,0.0442477876106195,0.0598006644518272,0.0245901639344262,0.107744107744108,None
186,168374,ZNF92,168374//ZNF92,chr7,64838793,64865999,CA-168374-3146-17951-18047-27486[INC][5/9][UPT][DNT],0,+,cass,INC/SKIP,15,0.878787878787879,0.8,0.0787878787878787,0.535941770431923,1,78,2,78,2,27,2,240,13,240,22,82,13,0.0353982300884956,0.0697674418604651,0.040983606557377,0.117845117845118,None
188,168451,THAP5,168451//THAP5,chr7,108206273,108210149,CA-168451-3234-4145-4442-6701[INC][1/20][UPT],0,-,cass,INC/SKIP,0,0,0,0,0.111064521276832,1,8,183,8,0,0,183,10,497,10,0,0,497,0.256637168141593,0.378737541528239,0.311475409836066,0.303030303030303,None
189,168451,THAP5,168451//THAP5,chr7,108202670,108210149,CA-168451-3234-6701-6894-7618[INC][10/4][UPT][DNT],0,-,cass,INC/SKIP,17,0.940074906367041,0.974212034383954,-0.034137128016913,0.0444358770282322,1,673,8,673,183,68,8,2078,9,2078,497,183,9,0.283185840707965,0.438538205980066,0.344262295081967,0.35016835016835,None
190,168451,THAP5,168451//THAP5,chr7,108202670,108210149,CA-168451-3234-6701-6772-7618[INC][4/4][UPT][DNT],0,-,cass,INC/SKIP,17,0.924528301886792,0.965384615384615,-0.0408563134978229,0.0418788158489292,1,475,8,475,183,13,8,1502,9,1502,497,5,9,0.274336283185841,0.401993355481728,0.336065573770492,0.32996632996633,None
202,169026,SLC30A8,169026//SLC30A8,chr8,118147336,118159391,CA-169026-188126-199546-199576-199681[INC][11/11][UPT],0,+,cass,INC/SKIP,7284,0.600522648083624,0.660059937338237,-0.0595372892546137,1.31213201507996e-11,5.62017238829046e-11,5996,2293,5996,2531,4363,2293,15945,4991,15945,7615,11767,4991,0.752212389380531,0.906976744186046,0.942622950819672,0.811447811447811,None
239,170506,DHX36,170506//DHX36,chr3,154002602,154007614,CA-170506-37789-38533-38632-42510[INC][26/1],0,-,cass,INC/SKIP,0,1,1,0,1,1,1630,0,1630,542,686,0,1999,0,1999,548,908,0,0.15929203539823,0.245847176079734,0.262295081967213,0.252525252525253,None
240,170506,DHX36,170506//DHX36,chr3,154000976,154002775,CA-170506-42684-42828-42915-44226[INC][49/2],0,-,cass,INC/SKIP,7,1,0.992378878606423,0.00762112139357651,0.105302568491402,1,1298,0,1298,667,308,0,2773,7,2773,1252,571,7,0.238938053097345,0.325581395348837,0.311475409836066,0.276094276094276,None
241,170506,DHX36,170506//DHX36,chr3,153998367,154001059,CA-170506-44310-46635-46735-46828[INC][34/2],0,-,cass,INC/SKIP,19,0.984158415841584,0.963855421686747,0.0203029941548372,0.157523327340077,1,671,4,671,279,218,4,1098,15,1098,444,356,15,0.168141592920354,0.252491694352159,0.221311475409836,0.228956228956229,None
242,170622,COMMD6,170622//COMMD6,chr13,76100571,76104401,CA-170622-10742-13004-13043-14216[INC][6/225],0,-,cass,INC/SKIP,144,0.00461285008237232,0.00812894183601962,-0.0035160917536473,6.38485754764826e-12,2.87124848181161e-11,84,3021,84,12,16,3021,429,7077,429,19,97,7077,0.876106194690266,0.970099667774086,0.926229508196721,0.94949494949495,None
261,171392,ZNF675,171392//ZNF675,chr19,23837347,23845010,CA-171392-28102-33393-33494-35509[INC][1/24][DNT],0,-,cass,INC/SKIP,4,0.00338983050847458,0.0153846153846154,-0.0119947848761408,0.305049478184435,1,1,147,1,1,0,147,3,96,3,3,0,96,0.115044247787611,0.116279069767442,0.122950819672131,0.114478114478114,None
275,1716,DGUOK,1716//DGUOK,chr2,74154019,74174032,CA-1716-3227-15084-15197-22893[INC][61/112][UPT],0,+,cass,INC/SKIP,1647,0.402298850574713,0.447097944377267,-0.0447990938025546,0.00275263205259021,0.00437495308835179,1217,702,1217,400,545,702,3745,1829,3745,1211,1747,1829,0.699115044247788,0.757475083056478,0.598360655737705,0.774410774410774,None
276,1716,DGUOK,1716//DGUOK,chr2,74154019,74185371,CA-1716-3227-33299-33415-34320[INC][1/18][UPT],0,+,cass,INC/SKIP,397,0.609289617486339,0.783461210571185,-0.174171593084846,7.05079281261378e-15,4.29814783065094e-14,1271,143,1271,12,434,143,5482,254,5482,46,1792,254,0.646017699115044,0.611295681063123,0.5,0.693602693602694,Down
277,1716,DGUOK,1716//DGUOK,chr2,74154019,74185371,CA-1716-3227-22893-23063-34320[INC][2/18][UPT],0,+,cass,INC/SKIP,397,0.721789883268482,0.800706159278148,-0.0789162760096658,2.8137525425344e-06,6.68028327026056e-06,4566,143,4566,702,40,143,13528,254,13528,1829,212,254,0.619469026548673,0.677740863787375,0.508196721311475,0.750841750841751,None
278,1716,DGUOK,1716//DGUOK,chr2,74154019,74185371,CA-1716-3227-22893-23081-34320[INC][47/18][UPT],0,+,cass,INC/SKIP,397,0.817369093231162,0.867639395518499,-0.050270302287337,2.94542303876187e-06,6.98046419527467e-06,5186,143,5186,702,578,143,15315,254,15315,1829,1501,254,0.68141592920354,0.750830564784053,0.565573770491803,0.791245791245791,None
279,1716,DGUOK,1716//DGUOK,chr2,74154019,74174032,CA-1716-3227-8772-8858-22893[INC][5/112][UPT],0,+,cass,INC/SKIP,195,0.0283737024221453,0.040398740818468,-0.0120250383963227,1.676336128605e-05,3.62852503786652e-05,165,702,165,15,26,702,267,1829,267,58,96,1829,0.566371681415929,0.601328903654485,0.442622950819672,0.673400673400673,None
280,1716,DGUOK,1716//DGUOK,chr2,74166036,74174032,CA-1716-15197-19346-19426-22893[INC][1/67],0,+,cass,INC/SKIP,27,0.0045662100456621,0.00625711035267349,-0.00169090030701139,0.049722981613896,0.066095787200134,10,545,10,5,0,545,64,1747,64,22,0,1747,0.398230088495575,0.445182724252492,0.360655737704918,0.471380471380471,None
281,1716,DGUOK,1716//DGUOK,chr2,74166036,74174032,CA-1716-15197-19346-19450-22893[INC][1/67],0,+,cass,INC/SKIP,70,0.00547445255474453,0.0179876335019674,-0.0125131809472229,0.00638948109838317,0.00966465172263946,10,545,10,5,1,545,77,1747,77,22,42,1747,0.407079646017699,0.451827242524917,0.360655737704918,0.484848484848485,None
282,1716,DGUOK,1716//DGUOK,chr2,74173845,74185371,CA-1716-23081-33299-33415-34320[INC][2/98],0,+,cass,INC/SKIP,1038,0.284653465346535,0.37393117831074,-0.0892777129642057,8.16357960680557e-18,6.3379409077749e-17,1271,578,1271,26,434,578,5482,1501,5482,1,1792,1501,0.699115044247788,0.727574750830565,0.598360655737705,0.750841750841751,None
283,1716,DGUOK,1716//DGUOK,chr2,74173845,74185371,CA-1716-23081-26775-26907-34320[INC][1/98],0,+,cass,INC/SKIP,401,0.126888217522659,0.0720247295208655,0.0548634880017931,0.000308187405870159,0.000559570326639829,2189,578,2189,1,167,578,6940,1501,6940,0,233,1501,0.460176991150442,0.534883720930233,0.434426229508197,0.558922558922559,None
284,1716,DGUOK,1716//DGUOK,chr2,74173845,74185371,CA-1716-23081-26759-26907-34320[INC][4/98],0,+,cass,INC/SKIP,1530,0.451612903225806,0.471664906722985,-0.0200520034971784,0.000207911947110243,0.000386876332387894,2301,578,2301,785,167,578,7335,1501,7335,2447,233,1501,0.734513274336283,0.730897009966777,0.590163934426229,0.744107744107744,None
285,1716,DGUOK,1716//DGUOK,chr2,74173845,74184366,CA-1716-23081-26759-26907-33299[INC][65/2],0,+,cass,INC/SKIP,27,0.961048689138577,0.999563128003495,-0.0385144388649182,1.56831425002956e-15,1.01249639239566e-14,2301,26,2301,785,498,26,7335,1,7335,2447,2129,1,0.646017699115044,0.621262458471761,0.459016393442623,0.64983164983165,None
286,1716,DGUOK,1716//DGUOK,chr2,74173845,74185371,CA-1716-23081-26801-26907-34320[INC][1/98],0,+,cass,INC/SKIP,401,0.126888217522659,0.0720247295208655,0.0548634880017931,0.000153597720290132,0.000292251981915803,1993,578,1993,1,167,578,6390,1501,6390,0,233,1501,0.469026548672566,0.538205980066445,0.426229508196721,0.565656565656566,None
287,1716,DGUOK,1716//DGUOK,chr2,74173845,74184366,CA-1716-23081-26895-26907-33299[INC][1/2],0,+,cass,INC/SKIP,27,0.905454545454545,0.999061473486626,-0.0936069280320806,2.35098559533065e-16,1.61636318920207e-15,795,26,795,0,498,26,2820,1,2820,0,2129,1,0.575221238938053,0.551495016611296,0.426229508196721,0.599326599326599,None
288,1716,DGUOK,1716//DGUOK,chr2,74177711,74185371,CA-1716-26907-33299-33415-34320[INC][78/7],0,+,cass,INC/SKIP,400,0.736176935229068,0.893777068611808,-0.15760013338274,2.01650122466706e-24,2.9686637234668e-23,1271,167,1271,498,434,167,5482,233,5482,2129,1792,233,0.672566371681416,0.634551495016611,0.475409836065574,0.663299663299663,Down
