gene chrom chromStart chromEnd name celltype β.dI β/α.dI α.dI δ.dI PP.dI
21 2273//FHL1 chrX 135289950 135293517 CA-2273-64260-64753-64940-66169[INC][102/7][DNT] β 0.10658568536382 -0.338224926869191 0.170860396994342 0.125 0.080070650574036
22 22823//MTF2 chr1 93592788 93599364 CA-22823-51065-53043-53214-57468[INC][25/4] β 0.109769095933037 -0.0813022780856272 -0.0950971666437823 0.00282605056085716 0.117037804246504
23 22872//SEC31A chr4 83782783 83784544 CA-22872-30949-31694-31733-32558[INC][37/3] β 0.105313633971738 0.0246689233675188 -0.110791067350338 -0.0212085352941592 -0.130093188773038
24 22903//BTBD3 chr20 11898981 11900483 CA-22903-30773-31257-31348-31889[INC][82/13] β 0.150517733539805 -0.0390896921017403 -0.107307162765707 0.0778671408748602 -0.394274504357488
25 22907//DHX30 chr3 47890940 47891682 CA-22907-49646-49721-49861-49958[INC][110/1][DNT] β 0.109679955964457 0.0868397493285586 -0.225262186425036 0.0787977254264826 0.0885036496350365
26 22907//DHX30 chr3 47890940 47891682 CA-22907-49646-49725-49861-49958[INC][1/1][DNT] β 0.19030549796418 0.151918559122944 -0.371187595482034 0.140274765003615 0.155448717948718
27 22920//KIFAP3 chr1 169890460 169923250 CA-22920-123728-151883-151952-155957[INC][3/74][DNT] β 0.111541199434731 -0.0273683492230605 -0.13996817309722 0.294685828877005 -0.0866894246802786
28 23033//DOPEY1 chr6 83872508 83878049 CA-23033-98254-99994-100054-103196[INC][2/18][DNT] β 0.102433542428639 -0.173008034083022 -0.196441511387164 -0.230230930720784 0.359231850571184
29 23136//EPB41L3 chr18 5394675 5395705 CA-23136-151379-151840-151921-152194[INC][27/2] β 0.10471272642078 -0.0297071017067787 0.0470332466091641 -0.504979288734359 0.067593177511055
30 23136//EPB41L3 chr18 5392387 5395145 CA-23136-151921-152194-152311-153509[INC][31/12][DNT] β 0.276886546968514 -0.029511560009469 -0.200741275689216 -0.0367998093177268 -0.582563062084805
31 23173//METAP1 chr4 99916871 99950068 CA-23173-3231-13132-13230-36230[INC][3/117][UPT] β 0.154530069965396 -0.0994940978077572 -0.125842118260011 -0.104056437389771 -0.098993288590604
32 23199//KIAA0182 chr16 85696949 85699952 CA-23199-55192-56592-56706-57553[INC][22/2] β 0.103960396039604 -0.14341976993566 -0.115068425513706 0.0362068965517242 0.038961038961039
33 23259//DDHD2 chr8 38103259 38105352 CA-23259-17460-17742-17810-19222[INC][26/3] β 0.105781820687754 0.105342362678706 -0.156989937914793 0.100071479628306 0.104790419161677
34 23262//PPIP5K2 chr5 102520372 102526682 CA-23262-58189-59764-59884-64286[INC][12/14] β 0.129235808534965 0.0423628076339126 -0.131596092767317 -0.205643353893452 -0.120279954484195
35 23318//ZCCHC11 chr1 52912261 52926894 CA-23318-94957-97641-97755-109423[INC][19/2] β 0.148421653329709 0.113407525172231 -0.0693423275698448 0.120157215047726 -0.533329664685597
36 23350//U2SURP chr3 142772517 142775687 CA-23350-55265-56413-56590-57782[INC][35/5][DNT] β 0.159066666462029 -0.0550242704215617 -0.16595787084808 0.11106053709604 0.107111501316945
37 23384//SPECC1L chr22 24698162 24709433 CA-23384-34563-44192-44310-45491[INC][1/23] β 0.10265651701103 -0.0638836179633144 -0.0748690868809949 -0.0596221959858323 -0.0595167943429582
38 23421//ITGB3BP chr1 63920560 63974240 CA-23421-17746-47440-47510-71305[INC][5/5] β 0.24555391817434 -0.406274536972888 0.0824210679470391 -0.0673150604185087 -0.458505338078292
39 23421//ITGB3BP chr1 63912476 63919644 CA-23421-72356-78659-78709-79417[INC][24/57] β 0.255683338778117 -0.0244691891994357 -0.148550280129227 0.137526511134677 -0.272199065302514
40 23473//CAPN7 chr3 15283684 15288300 CA-23473-39028-42300-42446-43506[INC][17/1] β 0.111421148624477 0.2396185882496 -0.235079038696288 0.262928951184147 -0.627061101355306
41 23514//KIAA0146 chr8 48641494 48648562 CA-23514-471176-471485-471539-477380[INC][4/3][DNT] β 0.137931034482759 0.0742804085422469 -0.192307692307692 0.0715563506261181 0.0704225352112676
42 23518//R3HDM1 chr2 136362375 136374326 CA-23518-76504-87639-87681-88155[INC][10/2] β 0.142005524282368 0.170212765957447 -0.236943679476159 -0.036718707501496 0.174228675136116
43 23523//CABIN1 chr22 24434795 24439545 CA-23523-30145-32822-32957-34601[INC][12/6] β 0.143263860833195 0.0157873376623376 -0.0590469363937233 -0.626205879014868 -0.0139678615574783
44 23613//ZMYND8 chr20 45839405 45850124 CA-23613-138510-147104-147188-148932[INC][1/2][DNT] β 0.348858373062766 0.249657064471879 -0.492639867911348 0.233333333333333 0.246612466124661
45 23786//BCL2L13 chr22 18138427 18166086 CA-23786-20114-27180-27295-47495[INC][6/114] β 0.16448666423091 -0.248616432524478 0.0529616724738676 -0.240860215053763 -0.229038854805726
46 240//ALOX5 chr10 45939175 45941391 CA-240-72653-72940-73111-74332[INC][11/2][DNT] β 0.221580417967781 0.0717954580944521 -0.159760656898383 -0.681390543332928 0.153379549393414
47 253461//ZBTB38 chr3 141105713 141122872 CA-253461-65725-66228-66675-82714[INC][1/11] β 0.175121905733546 -0.175430527875722 -0.130967801403989 0.142272918629593 -0.194335169158143
48 253461//ZBTB38 chr3 141105713 141122872 CA-253461-65725-75046-75291-82714[INC][2/11] β 0.331605228184715 -0.0369770580296896 -0.276432575521644 -0.200325732899023 0.144101346001584
49 25776//CBY1 chr22 39066888 39069853 CA-25776-17337-17423-17536-19506[INC][2/2][DNT] β 0.104796438129771 0.0617644819974119 -0.0848484422251917 0.0502929760673769 -0.456663970308337
50 25821//MTO1 chr6 74190397 74192342 CA-25821-22075-23309-23514-23718[INC][20/1] β 0.105776499615586 -0.251361831347816 -0.0325273018889127 0.120281509916827 0.12105602060528
51 25870//SUMF2 chr7 56140689 56142428 CA-25870-11888-12950-12995-13362[INC][460/27] β 0.156187385267599 0.0983684243898695 -0.185194590819631 0.121340175067914 0.015125506320563
52 25870//SUMF2 chr7 56140689 56142428 CA-25870-11888-12890-12995-13362[INC][1/27] β 0.244993483901334 0.158610765867946 -0.279650106696295 0.201251564455569 0.0233502307805713
53 25875//LETMD1 chr12 51442816 51450284 CA-25875-3887-10845-10947-11051[INC][1/48] β 0.172059249130317 0.0214291990685822 0.153400973436327 -0.598570227081581 -0.486048249206144
54 25875//LETMD1 chr12 51442816 51450027 CA-25875-3887-10536-10723-10845[INC][10/1] β 0.264727858339802 0.26027397260274 -0.458634252195436 0.22906898861353 0.231864406779661
55 25875//LETMD1 chr12 51442816 51450027 CA-25875-3887-10688-10723-10845[INC][4/1] β 0.270297840548268 0.255988023952096 -0.451790059668656 0.227544910179641 0.23030303030303
56 25875//LETMD1 chr12 51442816 51447642 CA-25875-3887-6793-6909-8513[INC][4/39] β 0.205041064854149 -0.225922592259226 -0.128770380570756 0.130472103004292 0.134513274336283
57 25875//LETMD1 chr12 51442816 51450027 CA-25875-3887-6793-6909-10845[INC][3/1] β 0.260936531822608 0.283112582781457 -0.449010805657079 0.254843517138599 0.261667941851568
58 25875//LETMD1 chr12 51442816 51450284 CA-25875-3887-6793-6909-11051[INC][18/48] β 0.194829680271369 0.103696294641846 0.054886288552124 -0.508762067391415 -0.336502168561716
59 26010//SPATS2L chr2 201194153 201254005 CA-26010-26600-69228-69371-86342[INC][3/172] β 0.539780400446245 -0.0552816039078375 -0.186113617774795 -0.0974971983563691 -0.0868332001460128
60 26010//SPATS2L chr2 201194153 201254005 CA-26010-26600-75260-75491-86342[INC][1/172] β 0.25479110261719 -0.0329102369586402 -0.0842519531140931 0.132351415828234 0.00404275092936803
61 26036//ZNF451 chr6 56954993 56963938 CA-26036-3265-3823-3885-12051[INC][1/2][UPT] β 0.104166666666667 -0.0480769230769231 0.038155929821199 0.010552160058507 -0.516673528200906
62 26037//SIPA1L1 chr14 71996027 72056086 CA-26037-3046-50210-50263-61246[INC][1/10][UPT] β 0.233978132884777 -0.0190963341858482 -0.211819418242443 -0.236889692585895 0.282244556113903
63 26058//GIGYF2 chr2 233562040 233599195 CA-26058-3088-9119-9185-40112[INC][4/2][UPT] β 0.119815668202765 -0.0828723569249858 -0.137260981912145 0.0601851851851852 0.0566448801742919
64 26058//GIGYF2 chr2 233562040 233599947 CA-26058-3088-9119-9185-40850[INC][37/5][UPT] β 0.150359830797121 0.109983079526227 -0.215514382647291 -0.0982187189672293 0.101167315175097
65 26061//HACL1 chr3 15624383 15628108 CA-26061-18099-19281-19376-21634[INC][61/3] β 0.194851420412847 -0.132737825247733 -0.171484529858265 0.0673336435551419 0.140743176586649
66 26130//GAPVD1 chr9 128103455 128109219 CA-26130-82433-83387-83468-87987[INC][13/3] β 0.157157383346515 0.0801825293350716 -0.109065376813856 0.195244055068836 -0.330508474576271
67 26136//TES chr7 115850602 115889325 CA-26136-3242-27041-27127-41527[INC][84/5][UPT] β 0.15609756097561 0.127591706539075 -0.085369336747784 0.124031007751938 -0.251644290751288
68 26235//FBXL4 chr6 99323290 99347356 CA-26235-51706-70349-70421-75246[INC][13/2] β 0.117262553921603 0.146123179562281 -0.161891883107312 -0.0248239436619718 0.182142857142857
69 26258//PLDN chr15 45879576 45890193 CA-26258-3307-7916-8058-13661[INC][2/3][UPT] β 0.150086448821429 0.0169874401373453 -0.190214341824711 0.174442190669371 0.180957390846923
70 2677//GGCX chr2 85786039 85788615 CA-2677-3149-3549-3720-5459[INC][138/46][UPT] β 0.220415455031492 -0.150652390146861 -0.244129794608751 0.340309372156506 0.337240757439134
71 27067//STAU2 chr8 74650518 74659074 CA-27067-3926-10840-10953-12359[INC][113/13][UPT] β 0.134808621231051 -0.168325332708894 -0.153928540361865 0.233924810682439 0.105369133549669
72 27291//R3HCC1L chr10 99915849 99923153 CA-27291-24524-31259-31352-31669[INC][17/1] β 0.103781330307379 0.08840980545115 -0.152982938280087 0.150453955901427 0.152031454783748
73 2778//GNAS chr20 57464277 57470738 CA-2778-52614-52786-52810-58872[INC][1/69][UPT] β 0.439023616048756 -0.0928943818586168 -0.371057712937138 -0.0928943818586168 -0.325373134328358
74 2803//GOLGA4 chr3 37376543 37379224 CA-2803-94976-96952-96973-97475[INC][41/5] β 0.110712043150758 0.123733171986084 -0.0422876729091124 -0.3537999787876 -0.0098108245934172
75 2819//GPD1 chr12 50499330 50500699 CA-2819-4870-5469-5608-5986[INC][92/1] β 0.145854960063829 0.0671641791044776 -0.221899426641964 0.0613079019073569 NA
76 2819//GPD1 chr12 50500587 50501912 CA-2819-6099-6748-6982-7205[INC][17/1] β 0.181975309029944 0.098241783310792 -0.303104149263793 0.116025272831706 0.116695551704217
77 284040//CDRT4 chr17 15410212 15449229 CA-284040-26847-32070-32199-65645[INC][1/1][DNT] β 0.222537112010796 0.150655021834061 -0.44746656875628 0.14360041623309 0.140672782874618
78 286053//NSMCE2 chr8 126104111 126114728 CA-286053-3118-13173-13306-13476[INC][7/7][UPT] β 0.180329902853368 -0.0925752855659397 -0.0876703292172586 -0.321393576483397 -0.112456177610337
79 286053//NSMCE2 chr8 126104111 126114728 CA-286053-3118-13210-13306-13476[INC][30/7][UPT] β 0.133960289058799 -0.0723642480902347 -0.0594835907335908 -0.343817118553961 -0.0813036026410421
80 286053//NSMCE2 chr8 126163412 126194497 CA-286053-62437-67159-67258-93262[INC][2/45] β 0.287245036168996 -0.15352331305149 -0.158882241529628 -0.151897056068706 -0.181342632955536
81 28971//C11orf67 chr11 77532200 77553673 CA-28971-3080-22857-22899-24317[INC][20/19][UPT] β 0.138982785666937 -0.0361773297573748 -0.124146040331589 -0.0874096820809249 0.00825945707835468
82 28987//NOB1 chr16 69783461 69788628 CA-28987-3333-5555-5686-8296[INC][112/11] β 0.104912522386004 0.168380462724936 -0.224584148727984 0.160244648318043 0.158691701998789
83 29083//GTPBP8 chr3 112709842 112714111 CA-29083-3383-5073-5172-7182[INC][36/6][UPT] β 0.180873145209709 -0.245759285287945 0.0537280701754386 0.14410542902163 -0.41722972972973
84 2954//GSTZ1 chr14 77793814 77795543 CA-2954-9666-10025-10151-11236[INC][105/4] β 0.111260685198896 -0.376199010681769 -0.00155451812382379 0.0929535232383808 0.0900726392251816
85 29994//BAZ2B chr2 160285710 160289873 CA-29994-186792-188392-188686-190288[INC][9/5] β 0.2405522917167 0.135163255652485 -0.350075082034074 -0.0955439961233496 0.234499252735308
86 29994//BAZ2B chr2 160285710 160289873 CA-29994-186792-188392-188647-190288[INC][1/5] β 0.267536683349025 0.165035958578062 -0.366303659578654 -0.161381764153894 0.342044528294975
87 29995//LMCD1 chr3 8543510 8574510 CA-29995-3156-16100-16171-33912[INC][4/96][UPT] β 0.450053705692803 -0.0848201142318789 -0.232046492320465 -0.101598762248582 0.268951813214108
88 30001//ERO1L chr14 53124841 53130564 CA-30001-34901-37397-37409-40551[INC][36/1] β 0.143979057591623 0.0847457627118644 -0.175438596491228 0.0819061801935964 0.0811209439528023
89 30834//ZNRD1 chr6 30029291 30030109 CA-30834-3411-3658-3759-3965[INC][77/3] β 0.117172924704305 -0.0681709565098656 -0.0195399455849617 0.0869565217391305 -0.255672580759172
90 3151//HMGN2 chr1 26800575 26801740 CA-3151-4725-5161-5257-5702[INC][1269/1][DNT] β 0.437086092715232 0.273858921161826 -0.568965517241379 0.259842519685039 0.264
91 3156//HMGCR chr5 74650327 74651346 CA-3156-20530-20888-21047-21197[INC][28/10] β 0.20200392672738 0.13560586101372 -0.3253627003627 0.178076438471231 -0.218607332911141
92 3157//HMGCS1 chr5 43298619 43313513 CA-3157-3157-8688-8747-17537[INC][171/159][UPT] β 0.141391485670729 0.0177481444687497 -0.208364098777586 -0.223219814241486 0.403726708074534
93 3157//HMGCS1 chr5 43298619 43313513 CA-3157-3157-8668-8747-17537[INC][7/159][UPT] β 0.104730814913309 0.0705217543619152 -0.208685760715011 -0.12329628853009 0.457017543859649
94 3181//HNRNPA2B1 chr7 26229742 26232196 CA-3181-11299-12665-12801-13333[INC][16/5][DNT] β 0.201176497118961 -0.115166148318487 -0.169224741502114 0.203898840885142 -0.0768487206196713
95 3184//HNRNPD chr4 83276456 83278047 CA-3184-20201-20313-20460-21595[INC][75/166] β 0.101159382282077 -0.0545447138759099 -0.0131763498309342 -0.0734115491857379 -0.113010647877809
96 3185//HNRNPF chr10 43891903 43903225 CA-3185-4532-14872-15064-15658[INC][1/301][UPT] β 0.140426961487952 -0.260472787245739 0.2940105957051 -0.49519890260631 -0.440765092647938
97 3189//HNRNPH3 chr10 70096955 70098982 CA-3189-8323-9492-9632-10129[INC][10/2] β 0.168135616001075 0.128739800543971 -0.194257427571367 0.123478260869565 0.12577502214349
98 327//APEH chr3 49713323 49713947 CA-327-4965-5054-5218-5376[INC][153/3] β 0.11792702911124 0.0854402789886661 -0.0431154620374035 0.0885275519421861 -0.362937608839248
99 3275//PRMT2 chr21 48055585 48056901 CA-3275-3169-3844-3953-4298[INC][1/7][UPT] β 0.15359958735539 0.229059829059829 -0.262348178137652 -0.102907915993538 -0.0889929742388759
100 333//APLP1 chr19 36364540 36365770 CA-333-8215-9005-9164-9242[INC][38/2] β 0.159400599400599 -0.0314805565916663 -0.163566379732662 0.115508021390374 0.0500649960280205
101 3376//IARS chr9 95048003 95050191 CA-3376-8966-10138-10221-10917[INC][102/1] β 0.101913742596275 0.0129905183679248 -0.115063756961587 0.0603213094877235 -0.0451173233824552
102 3376//IARS chr9 95048003 95050191 CA-3376-8966-10149-10221-10917[INC][2/1] β 0.182023286832567 0.0246165890757595 -0.198440795517772 0.11164095371669 -0.0885393133071152
103 3434//IFIT1 chr10 91152379 91162466 CA-3434-3153-10330-10439-12716[INC][22/249][UPT][DNT] β 0.166666666666667 -0.140889167188478 -0.136944613511869 -0.130283729009844 -0.131502045587376
104 3434//IFIT1 chr10 91152379 91162466 CA-3434-3153-10325-10439-12716[INC][3/249][UPT][DNT] β 0.123831775700935 -0.103853690398432 -0.100824350031706 -0.0957254665863937 -0.0966565349544073
105 348235//SKA2 chr17 57189216 57208727 CA-348235-27159-38944-39141-46094[INC][2/54][DNT] β 0.175237247924081 -0.00102171136653897 -0.171150784980805 -0.0439132851584214 -0.0668599692989937
106 348235//SKA2 chr17 57189216 57208727 CA-348235-27159-38944-39121-46094[INC][87/54][DNT] β 0.160865307723896 0.234407913257035 -0.199316710967295 -0.164782029316581 -0.0699166638474463
107 3609//ILF3 chr19 10765045 10781283 CA-3609-3227-15231-15389-19255[INC][2/190][UPT] β 0.114068441064639 -0.0672645739910314 -0.0884955752212389 -0.066079295154185 -0.0638297872340425
108 3638//INSIG1 chr7 155094456 155100301 CA-3638-8071-9049-9120-13465[INC][10/86][DNT] β 0.132943652971469 -0.126566945030742 -0.0803197615337714 -0.20311004784689 0.326375195485143
109 3692//EIF6 chr20 33867744 33872063 CA-3692-3616-6969-7138-7673[INC][1/51] β 0.129947003450026 -0.0117243269499715 -0.145179428536751 0.119025432483443 -0.0374769008879073
110 3735//KARS chr16 75670351 75675620 CA-3735-9124-10338-10504-14140[INC][240/7] β 0.103061175174617 0.0437617453616016 -0.0180793931039146 0.0600706713780919 -0.368145339857209
111 374900//ZNF568 chr19 37408480 37427773 CA-374900-4320-11871-11930-23417[INC][8/2] β 0.181579961464355 -0.373091247672253 0.112663701832408 -0.684390543026504 -0.249853448837361
112 375190//LOC375190 chr2 24369799 24387203 CA-375190-26607-41026-41134-43718[INC][8/5] β 0.212319477142556 -0.192393153838455 -0.472613106438681 0.416410256410256 0.390760346487007
113 375248//ANKRD36 chr2 97784080 97792870 CA-375248-8022-12391-12498-16571[INC][1/1] β 0.280470689841304 0.107681755829904 -0.295087932080049 0.263414634146341 -0.281761006289308
114 375248//ANKRD36 chr2 97858594 97860490 CA-375248-82391-82485-82558-84230[INC][8/1] β 0.151981843235795 0.10270877905501 0.144672531769306 0.0537539199409702 -0.777115357660141
115 3796//KIF2A chr5 61662240 61669663 CA-3796-63320-69276-69390-70525[INC][6/28] β 0.280452387686151 0.500974025974026 -0.349569377990431 0.720982142857143 NA
116 3843//IPO5 chr13 98641315 98642790 CA-3843-38490-39451-39548-39758[INC][80/1] β 0.200906344410876 0.000362642892504983 -0.280325403747256 0.11864406779661 0.112759643916914
117 387628//KGFLP1 chr9 46687556 46744279 CA-387628-3558-13518-13628-59620[INC][3/15][UPT] β 0.104751484278309 -0.0928687196110211 -0.0301720751158953 -0.0840932117527862 -0.162243553547901
118 387647//LOC387647 chr10 29704285 29709791 CA-387647-8841-11610-11733-13919[INC][3/112][DNT] β 0.146716556556647 -0.0715109573241061 -0.110455587205487 -0.0673181324647123 -0.0674646354733406
119 387882//C12orf75 chr12 105742379 105760473 CA-387882-20991-38171-38207-38981[INC][62/5] β 0.107343613220435 -0.0265364392367342 -0.0731033903136815 0.0997177798682972 -0.176886751354836
120 388796//LOC388796 chr20 37049652 37055145 CA-388796-11957-16130-16280-17273[INC][3/42] β 0.198880879874333 -0.135272536687631 -0.0631297071916661 -0.13991280221958 -0.136557059961315
121 388796//LOC388796 chr20 37049652 37055145 CA-388796-11957-12322-12436-17273[INC][1/42] β 0.177458222898927 -0.0864832461053322 -0.157600516768798 0.132289081885856 0.143580816698924
122 400960//PCBP1-AS1 chr2 70278334 70312755 CA-400960-4469-6328-6478-38710[INC][11/25] β 0.112085960538964 0.105120167189133 -0.070194514920865 -0.329704214995612 0.640973630831643
123 4026//LPP chr3 187943192 188124100 CA-4026-74653-190788-190845-255237[INC][2/7] β 0.303165630299604 -0.220927220927221 -0.370750062194212 0.540603248259861 0.425243657980231
124 4133//MAP2 chr2 210565000 210570450 CA-4133-279292-283403-283574-284533[INC][3/31] β 0.121527957807309 -0.0889589905362776 -0.0862563775510204 -0.0590736561789398 -0.0876320696084524
125 414328//IDNK chr9 86237963 86243873 CA-414328-3173-8132-8163-8824[INC][4/4][UPT] β 0.15415820749201 -0.474298336798337 -0.0117149840685294 -0.0236264348601359 -0.0214112903225806
126 414328//IDNK chr9 86237963 86243873 CA-414328-3173-7958-8163-8824[INC][2/4][UPT] β 0.206547243066609 -0.479322651308179 -0.0237645660057568 -0.0668461193360251 -0.0619619952973469
127 4149//MAX chr14 65560425 65569234 CA-4149-3206-3937-3964-11694[INC][78/86][UPT] β 0.147129186602871 0.181526929819259 -0.0851800554016621 0.252525252525253 -0.354838709677419
128 4194//MDM4 chr1 204511911 204516004 CA-4194-29566-31156-31291-33418[INC][1/4] β 0.122772375966093 -0.188975358714668 -0.0390038267133239 -0.0755790741151493 0.0376277299138449
129 4234//METTL1 chr12 58164876 58165862 CA-4234-3158-3526-3652-3874[INC][6/87][UPT] β 0.202283999194744 0.0859269762495569 -0.165411505416169 -0.194555644515612 -0.183673469387755
130 4292//MLH1 chr3 37053501 37061953 CA-4292-21750-24082-24195-29960[INC][1/1] β 0.114068441064639 0.0732421875 -0.150300601202405 0.0702247191011236 0.0708549834671706
131 4292//MLH1 chr3 37055922 37067497 CA-4292-24195-27156-27250-35287[INC][1/3] β 0.110025660335258 0.0254939727746878 -0.146382231879819 0.0884450784593438 0.0904669260700389
132 4292//MLH1 chr3 37055922 37067497 CA-4292-24195-29960-30114-35287[INC][2/3] β 0.101721738361745 0.0446136760272885 -0.136804153015275 0.0952868852459017 0.0972294824882384
133 4591//TRIM37 chr17 57076741 57089806 CA-4591-97578-108191-108308-110446[INC][19/7] β 0.153281019591321 0.00757700962381935 0.0312314206503278 -0.605551311433664 0.0837148463047743
134 4591//TRIM37 chr17 57076741 57089806 CA-4591-97578-108164-108308-110446[INC][1/7] β 0.240941137891458 -0.00406690342536375 0.0592461438932207 -0.739758219410236 0.138979370249729
135 4637//MYL6 chr12 56554026 56555357 CA-4637-5060-5365-5410-6126[INC][1047/1088][DNT] β 0.120835722934657 -0.0450239514941103 -0.118075194278721 0.0196230412463445 0.070835742278489
136 47//ACLY chr17 40049285 40054091 CA-47-24271-25370-25400-28845[INC][43/16] β 0.115986805006296 0.00192311227960507 -0.0751640156483937 -0.0650063147259409 -0.423048472662476
137 4750//NEK1 chr4 170354695 170384545 CA-4750-152385-177368-177545-181962[INC][13/1] β 0.11099947117927 0.181544256120527 -0.259763124199744 -0.17980604301359 0.230121608980355
138 4756//NEO1 chr15 73581486 73590951 CA-4756-239755-243906-244065-248864[INC][16/2] β 0.144943070486681 -0.390765765765766 -0.199897442640195 NA 0.232620564149227
139 4817//NIT1 chr1 161087894 161089177 CA-4817-3107-3732-3810-4062[INC][4/2][UPT] β 0.111498257839721 0.0609137055837563 -0.15311004784689 0.0598877105427323 0.0601127113337507
140 4817//NIT1 chr1 161087894 161089177 CA-4817-3107-3744-3810-4062[INC][1/2][UPT] β 0.110599078341014 0.0606826801517067 -0.151419558359621 0.0596643878185208 0.0598877105427323
141 497258//BDNF-AS chr11 27561566 27661551 CA-497258-36265-80417-80486-135993[INC][9/13] β 0.155442131777807 -0.0233876147655571 0.000866883387513562 -0.347776510832383 -0.293698696281989
142 5007//OSBP chr11 59348923 59361727 CA-5007-25135-25420-25541-37590[INC][18/3] β 0.112087912087912 -0.00490934509553176 -0.00686702386230698 0.0532359081419624 -0.414828451075597
143 5025//P2RX4 chr12 121659896 121666415 CA-5025-15306-16086-16102-21672[INC][1/6] β 0.12128053382055 0.0705830458483659 -0.170256780766877 0.252503265128428 0.251736111111111
144 5033//P4HA1 chr10 74803644 74806858 CA-5033-53050-54923-54994-56017[INC][2/17] β 0.110025487424208 0.282729464844773 -0.113266333729664 0.048947212595134 -0.126333907056799
145 5066//PAM chr5 102296861 102326104 CA-5066-98407-124695-124749-127449[INC][2/22] β 0.144709242287337 -0.124017693989835 -0.0450913733253005 0.00806090461262873 -0.0368923526069322
146 50804//MYEF2 chr15 48441359 48443767 CA-50804-29889-30190-30262-31990[INC][5/14] β 0.199193712626223 0.0930444159870594 -0.19400558751667 -0.208675215858581 0.0804254682208543
